t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
10.900000,6.374147174e-02,1.033306530e-01,4.541830001e-03,5.164234446e-02,1.599411960e-02,7.340973679e-01,2.439429874e+01,2.339226293e-02,2.664834e-15,1.865986e-17,1.340522e-18,9.232199e-03
10.950000,6.401879106e-02,1.033347606e-01,4.650868328e-03,5.164439551e-02,1.586882697e-02,7.302200367e-01,2.457244864e+01,2.336252134e-02,2.665265e-15,3.187594e-17,2.199583e-18,9.013189e-03
11.000000,6.425925324e-02,1.033106088e-01,4.765037691e-03,5.163233575e-02,1.574262873e-02,7.283391017e-01,2.472148790e+01,2.332118043e-02,3.109139e-15,1.152010e-17,1.663777e-18,8.761340e-03
11.050000,6.446132180e-02,1.032625116e-01,4.853077195e-03,5.160831920e-02,1.561760443e-02,7.276916135e-01,2.483856795e+01,2.327040161e-02,2.669074e-15,1.955884e-17,5.295311e-18,8.831830e-03
11.100000,6.462418713e-02,1.031952829e-01,4.891973597e-03,5.157474963e-02,1.549583294e-02,7.273046098e-01,2.492160603e+01,2.321257081e-02,2.443180e-15,3.278327e-17,4.735715e-18,8.913360e-03
11.150000,6.474781376e-02,1.031141397e-01,4.867474204e-03,5.153423196e-02,1.537933880e-02,7.261243387e-01,2.496937126e+01,2.315025516e-02,3.331356e-15,2.349439e-17,1.249533e-17,9.014779e-03
11.200000,6.483296629e-02,1.030245904e-01,4.774345200e-03,5.148951676e-02,1.527004538e-02,7.231554734e-01,2.498155406e+01,2.308615416e-02,2.006998e-15,6.020206e-18,7.362743e-19,8.753750e-03
11.250000,6.488121272e-02,1.029323112e-01,4.617224728e-03,5.144343831e-02,1.516973614e-02,7.176029318e-01,2.495881635e+01,2.302304530e-02,2.447101e-15,1.988185e-17,2.073172e-18,8.587980e-03
11.300000,6.489490435e-02,1.028430104e-01,4.412631830e-03,5.139884698e-02,1.508002426e-02,7.090209474e-01,2.490281963e+01,2.296372448e-02,2.220541e-15,3.245006e-17,8.918191e-18,8.793170e-03
11.350000,6.487713217e-02,1.027622826e-01,4.192416592e-03,5.135853641e-02,1.500232993e-02,6.974846826e-01,2.481622694e+01,2.291094150e-02,2.664541e-15,4.004550e-17,5.326268e-19,8.643100e-03
11.400000,6.483165968e-02,1.026954548e-01,4.007823085e-03,5.132516657e-02,1.493786379e-02,6.838052123e-01,2.470267466e+01,2.286733131e-02,2.664542e-15,1.080958e-17,2.905234e-18,8.784530e-03
11.450000,6.476283296e-02,1.026474258e-01,3.929853261e-03,5.130118370e-02,1.488761417e-02,6.698017578e-01,2.456670964e+01,2.283534191e-02,1.998745e-15,7.678049e-18,2.136458e-18,1.271101e-02
11.500000,6.467546915e-02,1.026225027e-01,4.036811563e-03,5.128873856e-02,1.485233542e-02,6.586079139e-01,2.441368828e+01,2.281716048e-02,2.665737e-15,3.371540e-17,4.499273e-18,8.635071e-03
11.550000,6.457344590e-02,1.026210203e-01,4.321155710e-03,5.128799831e-02,1.483162552e-02,6.590320646e-01,2.431514354e+01,2.281282329e-02,3.332801e-15,7.106412e-18,1.193057e-18,8.670780e-03
11.600000,6.445946801e-02,1.026376845e-01,4.640547737e-03,5.129631944e-02,1.482310783e-02,6.603795477e-01,2.420967475e+01,2.281906265e-02,2.671008e-15,1.733933e-17,2.824361e-18,8.617830e-03
11.650000,6.433629151e-02,1.026679989e-01,4.949724619e-03,5.131145672e-02,1.482423620e-02,6.622433676e-01,2.409676037e+01,2.283323845e-02,2.887322e-15,3.261309e-17,2.069559e-18,8.674701e-03
11.700000,6.420553223e-02,1.027075604e-01,5.228663566e-03,5.133121139e-02,1.483280202e-02,6.645302674e-01,2.397682933e+01,2.285291169e-02,2.666468e-15,2.833540e-17,6.311918e-18,1.346022e-02
11.750000,6.406860033e-02,1.027532947e-01,5.473197139e-03,5.135404837e-02,1.484713437e-02,6.671798603e-01,2.385039172e+01,2.287638341e-02,2.664906e-15,1.693578e-17,4.412383e-19,8.577601e-03
11.800000,6.392669099e-02,1.028030407e-01,5.684550506e-03,5.137888857e-02,1.486594089e-02,6.701251548e-01,2.371788209e+01,2.290244817e-02,2.222313e-15,4.804634e-18,2.745591e-18,9.095049e-03
11.850000,6.378079027e-02,1.028552781e-01,5.865480550e-03,5.140497275e-02,1.488822056e-02,6.733039466e-01,2.357971278e+01,2.293024461e-02,2.443939e-15,2.524786e-17,3.190248e-18,8.911880e-03
11.900000,6.363170176e-02,1.029089492e-01,6.018796258e-03,5.143177277e-02,1.491320335e-02,6.766598109e-01,2.343629258e+01,2.295916003e-02,3.552843e-15,1.959608e-17,3.450576e-19,8.700561e-03
11.950000,6.348007776e-02,1.029633320e-01,6.146869764e-03,5.145892818e-02,1.494030234e-02,6.801421009e-01,2.328803855e+01,2.298876339e-02,3.775356e-15,2.333681e-17,3.761363e-18,8.944929e-03
12.000000,6.332645088e-02,1.030179491e-01,6.251550532e-03,5.148620054e-02,1.496907477e-02,6.837056113e-01,2.313538328e+01,2.301875730e-02,3.330704e-15,1.525262e-17,1.884340e-18,8.713270e-03
12.050000,6.317126323e-02,1.030725009e-01,6.334226222e-03,5.151344021e-02,1.499919028e-02,6.873101048e-01,2.297877891e+01,2.304894306e-02,3.775727e-15,2.023672e-17,1.212786e-18,8.708201e-03
12.100000,6.301489194e-02,1.031268167e-01,6.395923061e-03,5.154056204e-02,1.503040490e-02,6.909198168e-01,2.281869895e+01,2.307919477e-02,2.220981e-15,1.546704e-17,2.167094e-18,1.069618e-02
