t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,d_hat_norm,c0,c1,c2,runtime
3.900000,1.113000578e-02,1.427824211e-02,5.142994483e-02,7.139060409e-03,6.263676548e-03,1.378448299e-01,3.065567279e+01,1.104645473e-02,8.877791163e-02,1.334914e-15,7.458964e-18,1.312025e-18,8.619682e-03
4.050000,5.554408194e-03,6.229260758e-03,6.108837112e-02,3.114625343e-03,2.917221045e-03,9.270734533e-01,3.318057604e+01,3.758444253e-03,8.499511951e-01,2.000195e-15,1.254121e-17,3.498154e-18,1.347217e-02
4.200000,1.440603000e-03,3.735067834e-04,3.597891661e-02,1.867533951e-04,1.702591249e-03,7.649476311e-01,3.316557666e+01,7.687741918e-04,7.680609384e-01,1.778177e-15,1.204148e-17,1.893478e-18,1.333833e-02
4.350000,8.752621076e-04,3.962091123e-03,1.922352583e-02,1.981044266e-03,2.702412564e-03,5.858148217e-01,3.307749503e+01,1.104819141e-03,7.490782646e-01,1.777832e-15,2.576561e-17,2.499413e-18,8.713093e-03
4.500000,2.147522080e-03,5.885552544e-03,1.011645206e-02,2.942772025e-03,3.413305198e-03,4.598293316e-01,3.304867994e+01,1.902782547e-03,7.372895678e-01,2.000294e-15,1.707359e-17,3.477068e-18,8.681623e-03
4.650000,2.848064196e-03,6.894722277e-03,5.248470257e-03,3.447354311e-03,3.795103458e-03,4.042307627e-01,3.305356331e+01,2.491365909e-03,7.294444952e-01,1.333959e-15,2.822394e-17,9.722171e-19,1.403586e-02
4.800000,3.229583079e-03,7.417059589e-03,2.690152464e-03,3.708521294e-03,3.988916941e-03,4.071924059e-01,3.306913503e+01,2.840577625e-03,7.248227083e-01,1.344265e-15,5.653693e-18,2.625584e-19,8.570892e-03
4.950000,3.434458258e-03,7.685921528e-03,1.393836148e-03,3.842951305e-03,4.086004060e-03,4.217835507e-01,3.307699136e+01,3.031712514e-03,7.231496416e-01,1.998421e-15,1.535557e-18,1.486570e-20,1.141094e-02
5.100000,3.561090617e-03,7.608162372e-03,3.143723760e-03,3.804072011e-03,3.917245029e-03,1.602866220e+00,3.517460157e+01,2.934088063e-03,6.180918725e-01,1.779464e-15,7.271484e-18,1.187561e-18,8.792983e-03
5.250000,3.515367875e-03,7.382832801e-03,1.196237060e-03,3.691408017e-03,3.809802291e-03,9.741542757e-01,3.363444223e+01,2.761538135e-03,6.532241362e-01,1.113624e-15,2.482079e-17,4.446696e-18,8.649692e-03
5.400000,3.429524570e-03,7.394326675e-03,1.176202006e-03,3.697154915e-03,3.885475119e-03,5.642426874e-01,3.150085608e+01,2.791601116e-03,7.030808180e-01,1.335879e-15,6.619275e-17,1.052919e-17,8.659553e-03
