law,gains,mode,condition,phase,T_rms,T_max,O_rms,O_max,exi_rms,tau_rms,tau_max,gF_mean,gF_max,d_hat_rms,d_hat_max,V_ss,V_peak,t_peak,t_conv,V_weight,d_hat_inf,exi_rms_run,rms_bound_5_7,rms_margin,sat_steps,gov_steps,n_steps,runtime_mean_ms,runtime_max_ms
dq-hinf,-,load,none,transit,4.637622e-03,5.008302e-03,4.129768e-03,4.384562e-03,1.805297e-03,2.291799e+01,2.798891e+01,2.452771e+00,2.464391e+00,,,3.365729e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,,,,1.014386e+01,1.427984e+01
dq-hinf,-,load,none,descend2,4.844452e-03,5.019366e-03,4.203922e-03,4.348244e-03,8.667123e-04,1.878882e+01,1.962860e+01,2.452912e+00,2.496203e+00,,,3.365729e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,,,,1.014386e+01,1.427984e+01
dq-hinf,-,load,none,circle,4.852463e-03,4.995082e-03,4.274144e-03,4.428820e-03,9.432245e-04,1.948544e+01,2.192260e+01,2.452728e+00,2.496443e+00,,,3.365729e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,,,,1.014386e+01,1.427984e+01
dq-hinf,-,load,none,circle-ss,4.861434e-03,4.929775e-03,4.272733e-03,4.300866e-03,9.552959e-04,1.923355e+01,2.192260e+01,2.452535e+00,2.452602e+00,,,3.365729e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,,,,1.014386e+01,1.427984e+01
dq-hinf,-,load,highspeed,descend,1.513314e-04,3.221149e-04,1.825107e-04,7.197791e-04,2.758970e-03,3.143563e+01,3.232462e+01,0.000000e+00,0.000000e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,hold,6.791771e-03,1.051940e-02,7.814956e-03,1.212091e-02,4.441687e-02,2.733344e+01,3.130157e+01,1.372109e+01,2.191641e+02,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,lift,5.759814e-03,1.052062e-02,6.332392e-03,1.212379e-02,3.067366e-02,3.130635e+01,3.322179e+01,3.777578e+00,1.324792e+01,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,retreat,4.157504e-03,4.794863e-03,3.909403e-03,4.331972e-03,2.838944e-03,3.058375e+01,3.541952e+01,2.452306e+00,2.456641e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,transit,4.637622e-03,5.008302e-03,4.129768e-03,4.384562e-03,1.805297e-03,2.291799e+01,2.798891e+01,2.452771e+00,2.464391e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,descend2,4.844452e-03,5.019366e-03,4.203922e-03,4.348244e-03,8.667123e-04,1.878882e+01,1.962860e+01,2.452912e+00,2.496203e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,circle,4.823513e-03,5.245727e-03,4.271920e-03,4.676411e-03,2.425324e-03,1.992363e+01,2.276177e+01,2.454400e+00,2.496443e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,highspeed,circle-ss,4.803334e-03,5.245727e-03,4.260166e-03,4.673168e-03,2.361048e-03,2.008479e+01,2.276177e+01,2.454297e+00,2.454783e+00,,,3.387566e-04,2.526572e-02,2.800000e+00,1.500000e+00,base k_p=16,,,,,0,0,4500,9.651800e+00,1.879770e+01
dq-hinf,-,load,noise,descend,1.514824e-04,3.420497e-04,1.949299e-04,7.581838e-04,4.724364e-03,3.144707e+01,3.212721e+01,0.000000e+00,0.000000e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,hold,6.772238e-03,1.053724e-02,7.787701e-03,1.213746e-02,4.436102e-02,2.740102e+01,3.183977e+01,1.366337e+01,2.187088e+02,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,lift,5.747454e-03,1.052521e-02,6.317803e-03,1.212301e-02,3.058761e-02,3.128157e+01,3.338955e+01,3.782363e+00,1.345909e+01,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,retreat,4.191543e-03,4.821124e-03,3.942932e-03,4.345512e-03,3.753704e-03,3.068831e+01,3.609934e+01,2.455346e+00,2.482210e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,transit,4.635761e-03,5.028949e-03,4.128808e-03,4.352995e-03,3.365583e-03,2.290398e+01,2.806617e+01,2.452663e+00,2.471913e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,descend2,4.840279e-03,4.967901e-03,4.207052e-03,4.409796e-03,3.163000e-03,1.880740e+01,1.975390e+01,2.453738e+00,2.501395e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,circle,4.852478e-03,5.064904e-03,4.271890e-03,4.484019e-03,3.189268e-03,1.950092e+01,2.208314e+01,2.453470e+00,2.508266e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,noise,circle-ss,4.867352e-03,5.045578e-03,4.276070e-03,4.385945e-03,3.233892e-03,1.924838e+01,2.208314e+01,2.453291e+00,2.472157e+00,,,3.405932e-04,2.483194e-02,2.800000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.460152e+00,1.524446e+01
dq-hinf,-,load,coarse-dt,descend,1.387191e-04,1.469736e-04,1.685256e-04,4.748148e-04,1.130245e-03,3.140297e+01,3.173914e+01,0.000000e+00,0.000000e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,hold,7.107016e-03,1.052040e-02,8.175542e-03,1.212189e-02,2.828183e-02,2.713524e+01,3.119945e+01,6.879839e+00,1.546125e+01,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,lift,5.473088e-03,1.025602e-02,5.972786e-03,1.183476e-02,3.091836e-02,3.160109e+01,3.319235e+01,3.333744e+00,1.016288e+01,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,retreat,4.155442e-03,4.749785e-03,3.867077e-03,4.193328e-03,2.958765e-03,3.064907e+01,3.524158e+01,2.453087e+00,2.457502e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,transit,4.664888e-03,5.025771e-03,4.106881e-03,4.373233e-03,1.833054e-03,2.279506e+01,2.773150e+01,2.453009e+00,2.464346e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,descend2,4.840444e-03,4.912625e-03,4.201658e-03,4.312857e-03,8.578298e-04,1.883352e+01,1.962993e+01,2.454378e+00,2.496288e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,circle,4.852346e-03,5.005982e-03,4.275335e-03,4.454768e-03,9.643054e-04,1.948200e+01,2.192292e+01,2.452570e+00,2.453364e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
dq-hinf,-,load,coarse-dt,circle-ss,4.862220e-03,4.933117e-03,4.272863e-03,4.347463e-03,9.785156e-04,1.922815e+01,2.192292e+01,2.452555e+00,2.452990e+00,,,3.359672e-04,5.226629e-03,2.850000e+00,1.450000e+00,base k_p=16,,,,,0,0,4500,9.700742e+00,1.699494e+01
