t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
6.680000,6.581987964e-03,1.499130575e-02,1.340179813e-02,7.495582686e-03,2.081244241e-03,5.705540382e-01,2.559781565e+01,5.739267957e-04,2.337693e-16,1.001001e-17,9.958371e-18,7.053728e-03
6.690000,6.617603095e-03,1.493015108e-02,1.364343555e-02,7.465006204e-03,2.012925409e-03,5.708268013e-01,2.563975869e+01,5.712971575e-04,4.470360e-16,4.002050e-17,1.230125e-17,6.950718e-03
6.700000,6.650786876e-03,1.486386541e-02,1.390246679e-02,7.431864288e-03,1.944646853e-03,5.710720786e-01,2.568264298e+01,5.687533568e-04,3.354552e-16,6.274882e-17,1.249120e-17,6.980238e-03
6.710000,6.681517227e-03,1.479248169e-02,1.417669938e-02,7.396173410e-03,1.876561982e-03,5.712868472e-01,2.572645606e+01,5.662883306e-04,2.299332e-16,5.721510e-17,2.622159e-17,6.990758e-03
6.720000,6.709773759e-03,1.471603995e-02,1.446397034e-02,7.357953582e-03,1.808844940e-03,5.714680213e-01,2.577118552e+01,5.638944264e-04,5.552206e-16,6.524337e-18,2.339180e-17,6.949688e-03
6.730000,6.735537815e-03,1.463458720e-02,1.476217155e-02,7.317228301e-03,1.741693129e-03,5.716124688e-01,2.581681900e+01,5.615634541e-04,2.691261e-16,5.738467e-17,1.989460e-17,7.000428e-03
6.740000,6.758792510e-03,1.454817729e-02,1.506926892e-02,7.274024495e-03,1.675330086e-03,5.717170267e-01,2.586334422e+01,5.592867388e-04,2.248401e-16,5.866562e-17,6.794197e-18,6.986828e-03
6.750000,6.779522769e-03,1.445687081e-02,1.538331595e-02,7.228372458e-03,1.610008721e-03,5.717785189e-01,2.591074897e+01,5.570551767e-04,2.358564e-16,1.290985e-17,6.243528e-18,7.024058e-03
6.760000,6.797715369e-03,1.436073498e-02,1.570246265e-02,7.180305789e-03,1.546014835e-03,5.717937715e-01,2.595902113e+01,5.548592914e-04,5.464482e-17,1.208233e-17,1.294873e-17,7.001988e-03
6.770000,6.813358971e-03,1.425984346e-02,1.602496060e-02,7.129861320e-03,1.483670806e-03,5.717596306e-01,2.600814867e+01,5.526892930e-04,1.149856e-16,9.233185e-18,3.966824e-18,6.999258e-03
6.780000,6.826444159e-03,1.415427624e-02,1.634916509e-02,7.077079041e-03,1.423339167e-03,5.716729775e-01,2.605811966e+01,5.505351367e-04,2.249961e-16,7.464103e-18,3.338574e-18,6.941848e-03
6.790000,6.836963474e-03,1.404411948e-02,1.667353498e-02,7.022002031e-03,1.365425671e-03,5.715307457e-01,2.610892229e+01,5.483865826e-04,3.363996e-16,1.047181e-17,1.138815e-17,6.938678e-03
6.800000,6.844911444e-03,1.392946536e-02,1.699663083e-02,6.964676372e-03,1.310381170e-03,5.713299360e-01,2.616054486e+01,5.462332560e-04,2.427864e-16,3.809051e-17,4.940584e-18,6.994508e-03
6.810000,6.850284618e-03,1.381041190e-02,1.731711201e-02,6.905151074e-03,1.258701347e-03,5.710676317e-01,2.621297579e+01,5.440647077e-04,5.561102e-16,4.076131e-17,1.591882e-17,6.968508e-03
6.820000,6.853081589e-03,1.368706281e-02,1.763373293e-02,6.843477986e-03,1.210923047e-03,5.707410135e-01,2.626620364e+01,5.418704732e-04,1.241760e-16,1.395056e-17,1.141767e-17,6.938868e-03
6.830000,6.853303029e-03,1.355952730e-02,1.794533891e-02,6.779711711e-03,1.167615657e-03,5.703473733e-01,2.632021711e+01,5.396401320e-04,1.188994e-16,2.220547e-17,1.007189e-17,6.959818e-03
6.840000,6.850951703e-03,1.342791992e-02,1.825086177e-02,6.713909519e-03,1.129365983e-03,5.698841272e-01,2.637500501e+01,5.373633662e-04,2.385029e-16,3.779070e-17,9.784709e-18,6.961378e-03
6.850000,6.846032498e-03,1.329236037e-02,1.854931540e-02,6.646131258e-03,1.096755445e-03,5.693488287e-01,2.643055633e+01,5.350300166e-04,7.482099e-17,4.256665e-17,8.901896e-18,6.994217e-03
