t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,d_hat_norm,c0,c1,c2,runtime
8.950000,3.383625011e-03,8.392434837e-03,6.315117594e-04,4.196205104e-03,4.819520927e-03,9.031222265e-01,1.922973070e+01,3.746612646e-03,7.886813939e-01,2.887587e-15,2.201768e-17,2.586355e-18,8.624313e-03
9.000000,3.389463064e-03,8.420398397e-03,6.526821948e-04,4.210186761e-03,4.828257587e-03,9.567203770e-01,1.930712996e+01,3.768803459e-03,7.911406306e-01,2.664539e-15,1.958775e-17,2.765105e-18,1.141464e-02
9.050000,3.395275712e-03,8.448597901e-03,6.656173334e-04,4.224286387e-03,4.837190446e-03,1.007005748e+00,1.937935824e+01,3.791293257e-03,7.934146317e-01,2.664576e-15,1.189135e-17,2.350386e-18,1.312154e-02
9.100000,3.401009164e-03,8.476619391e-03,6.710998635e-04,4.238297007e-03,4.846177971e-03,1.053433381e+00,1.944575108e+01,3.813748667e-03,7.954873331e-01,2.448394e-15,2.615151e-17,4.285388e-18,8.575203e-03
9.150000,3.406613341e-03,8.504085791e-03,6.698990184e-04,4.252030083e-03,4.855090107e-03,1.095527712e+00,1.950572361e+01,3.835861952e-03,7.973453979e-01,2.220657e-15,3.543037e-18,1.770832e-18,8.624723e-03
9.200000,3.412044790e-03,8.530656161e-03,6.627689343e-04,4.265315148e-03,4.863807112e-03,1.132871991e+00,1.955876960e+01,3.857350546e-03,7.989779899e-01,3.111792e-15,1.670031e-17,8.214675e-19,1.172849e-02
9.250000,3.417268870e-03,8.556024767e-03,6.504442262e-04,4.277999335e-03,4.872218630e-03,1.165102376e+00,1.960445935e+01,3.877956643e-03,8.003764891e-01,2.221558e-15,1.626847e-17,1.768415e-18,8.582023e-03
9.300000,3.422261185e-03,8.579919834e-03,6.336346876e-04,4.289946759e-03,4.880222983e-03,1.191905796e+00,1.964243704e+01,3.897446712e-03,8.015341730e-01,1.998689e-15,8.044272e-18,4.577581e-19,8.620313e-03
9.350000,3.427008216e-03,8.602101964e-03,6.130213358e-04,4.301037721e-03,4.887726632e-03,1.213020596e+00,1.967241794e+01,3.915610840e-03,8.024458921e-01,2.220561e-15,8.474495e-18,1.655526e-18,8.648672e-03
9.400000,3.431507179e-03,8.622362217e-03,5.892562207e-04,4.311167754e-03,4.894643819e-03,1.228238929e+00,1.969418579e+01,3.932261921e-03,8.031077677e-01,2.664718e-15,2.901018e-18,3.948115e-19,8.554022e-03
9.450000,3.435765135e-03,8.640519940e-03,5.629685202e-04,4.320246531e-03,4.900896341e-03,1.237409887e+00,1.970759059e+01,3.947234679e-03,8.035169370e-01,2.664544e-15,1.247574e-18,6.090202e-20,8.666473e-03
9.500000,3.439797418e-03,8.656420431e-03,5.347794889e-04,4.328196702e-03,4.906413484e-03,6.575433893e-01,1.906965678e+01,3.960384597e-03,8.036713708e-01,2.444025e-15,4.990905e-19,1.027264e-20,9.648219e-03
9.550000,3.460764288e-03,8.660884396e-03,3.724053950e-04,4.330428664e-03,4.909848918e-03,6.601740556e-01,1.905522554e+01,3.964751985e-03,7.888586559e-01,2.447388e-15,7.988884e-19,6.781097e-21,8.599872e-03
9.600000,3.474568951e-03,8.653461404e-03,3.707683802e-04,4.326717202e-03,4.907279234e-03,6.748885835e-01,1.904451043e+01,3.958601394e-03,7.919984679e-01,1.999697e-15,2.177202e-19,3.409277e-21,8.735243e-03
9.650000,3.485432102e-03,8.647078493e-03,3.763214237e-04,4.323525777e-03,4.904536000e-03,6.950723137e-01,1.903718916e+01,3.953109766e-03,7.954069322e-01,3.108824e-15,2.908119e-18,2.970820e-21,8.634283e-03
9.700000,3.494908589e-03,8.645798690e-03,4.241421428e-04,4.322885881e-03,4.903588235e-03,7.165726060e-01,1.903173100e+01,3.951871826e-03,7.990290097e-01,3.110312e-15,7.941894e-19,4.493938e-20,8.529551e-03
9.750000,3.503747375e-03,8.650602152e-03,4.949542072e-04,4.325287590e-03,4.905062785e-03,7.374001372e-01,1.902906862e+01,3.955806165e-03,8.029279609e-01,2.220608e-15,5.060086e-18,2.568806e-19,8.550732e-03
9.800000,3.512471178e-03,8.661389183e-03,5.694140671e-04,4.330681055e-03,4.909013525e-03,7.566091036e-01,1.903053777e+01,3.964866411e-03,8.069113248e-01,2.666858e-15,1.209218e-17,2.339356e-19,8.539442e-03
9.850000,3.521477443e-03,8.677504235e-03,6.368673841e-04,4.338738505e-03,4.915191062e-03,7.738667045e-01,1.903748101e+01,3.978511217e-03,8.107742804e-01,1.998404e-15,4.118164e-18,2.294093e-19,8.566672e-03
9.900000,3.531062285e-03,8.697957609e-03,6.913373491e-04,4.348965096e-03,4.923175038e-03,7.891843263e-01,1.905116835e+01,3.995904656e-03,8.143332234e-01,2.443969e-15,1.264162e-17,5.116174e-19,8.563702e-03
9.950000,3.541429879e-03,8.721559790e-03,7.291488371e-04,4.360766074e-03,4.932448335e-03,8.027228154e-01,1.907278651e+01,4.016032613e-03,8.174300389e-01,2.887929e-15,6.383052e-18,2.445307e-19,8.534032e-03
10.000000,3.552698953e-03,8.747017902e-03,7.481659034e-04,4.373495009e-03,4.942444135e-03,8.146551119e-01,1.910345182e+01,4.037783412e-03,8.199331700e-01,2.665421e-15,1.488371e-17,3.840543e-19,8.515671e-03
10.050000,3.564909207e-03,8.773009999e-03,7.476708266e-04,4.386490933e-03,4.952579345e-03,8.250777408e-01,1.914422830e+01,4.060009625e-03,8.217380591e-01,2.665736e-15,1.909907e-17,4.511789e-19,8.500521e-03
10.100000,3.578028367e-03,8.798243625e-03,7.284759559e-04,4.399107624e-03,4.962280156e-03,8.339646936e-01,1.919613737e+01,4.081577974e-03,8.227672532e-01,2.887662e-15,1.345677e-17,1.407722e-18,8.594773e-03
10.150000,3.591960065e-03,8.821502044e-03,6.931795894e-04,4.410736721e-03,4.971002247e-03,8.411574458e-01,1.926014820e+01,4.101410530e-03,8.229701528e-01,2.222325e-15,3.771762e-18,8.427672e-19,8.512612e-03
10.200000,3.606552510e-03,8.841680297e-03,6.466091077e-04,4.420825749e-03,4.978246852e-03,8.463839001e-01,1.933714203e+01,4.118518768e-03,8.223223599e-01,2.221027e-15,3.040817e-18,3.601271e-18,8.549312e-03
10.250000,3.621607868e-03,8.857812655e-03,5.964952498e-04,4.428891849e-03,4.983573383e-03,8.492979698e-01,1.942784876e+01,4.132031331e-03,8.208246333e-01,2.666782e-15,2.054319e-17,1.485860e-18,8.557391e-03
10.300000,3.636892136e-03,8.869092727e-03,5.541019525e-04,4.434531829e-03,4.986609138e-03,8.495311947e-01,1.953276050e+01,4.141215950e-03,8.185015002e-01,2.888587e-15,1.925442e-17,4.798286e-18,8.540082e-03
10.350000,3.652145327e-03,8.874887263e-03,5.334516944e-04,4.437429069e-03,4.987056528e-03,8.467485332e-01,1.965203166e+01,4.145495876e-03,8.153996024e-01,2.671160e-15,2.367760e-17,5.304793e-18,8.563322e-03
