t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
1.100000,1.169161752e-04,1.775705951e-04,7.154375425e-05,8.878530788e-05,1.536924324e-04,5.663757121e-02,3.135415660e+01,2.545928117e-07,1.777448e-15,5.228491e-18,1.184689e-18,9.130586e-03
1.150000,1.159412063e-04,1.803491547e-04,6.115037625e-05,9.017458665e-05,1.534635851e-04,7.253932940e-02,3.134701546e+01,2.553299085e-07,1.778001e-15,1.382205e-17,1.980416e-18,8.696406e-03
1.200000,1.148481315e-04,1.828252124e-04,5.306054565e-05,9.141261485e-05,1.531718436e-04,8.803633730e-02,3.134049937e+01,2.559507494e-07,1.556896e-15,1.044243e-17,7.866699e-19,8.984759e-03
1.250000,1.136676525e-04,1.850424470e-04,4.719484563e-05,9.252123407e-05,1.528369802e-04,1.029252615e-01,3.133460525e+01,2.564682468e-07,2.006517e-15,4.934055e-18,1.029428e-18,8.923307e-03
1.300000,1.124268148e-04,1.870380220e-04,4.353201032e-05,9.351901908e-05,1.524756331e-04,1.170910392e-01,3.132932082e+01,2.569045229e-07,1.559312e-15,1.021210e-17,1.090094e-18,8.798731e-03
1.350000,1.111494371e-04,1.888429632e-04,4.199724616e-05,9.442149319e-05,1.521016836e-04,1.304576812e-01,3.132462582e+01,2.572846086e-07,2.221035e-15,1.096546e-17,3.672061e-19,8.848232e-03
1.400000,1.098564676e-04,1.904828789e-04,4.236847438e-05,9.524144784e-05,1.517265801e-04,1.429701140e-01,3.132049337e+01,2.576326517e-07,1.556144e-15,6.879266e-18,8.496674e-19,8.859873e-03
1.450000,1.085662763e-04,1.919785666e-04,4.427929329e-05,9.598929371e-05,1.513596187e-04,1.545861951e-01,3.131689133e+01,2.579697573e-07,1.999679e-15,1.306588e-17,6.446188e-19,8.984079e-03
1.500000,1.072948965e-04,1.933468014e-04,4.731004475e-05,9.667340529e-05,1.510081901e-04,1.652726520e-01,3.131378371e+01,2.583128862e-07,8.940331e-16,6.582943e-18,5.607235e-19,8.780230e-03
1.550000,1.060562254e-04,1.946008633e-04,5.107937961e-05,9.730043984e-05,1.506779986e-04,1.750027484e-01,3.131113205e+01,2.586744303e-07,1.557627e-15,7.374622e-18,8.929925e-19,8.593201e-03
1.600000,1.048621948e-04,1.957512251e-04,5.528428688e-05,9.787562298e-05,1.503732606e-04,1.837548031e-01,3.130889678e+01,2.590622169e-07,2.001826e-15,5.280508e-18,2.989317e-19,8.783700e-03
1.650000,1.037229226e-04,1.968059807e-04,5.969883106e-05,9.840299885e-05,1.500968869e-04,1.915111757e-01,3.130703854e+01,2.594797804e-07,1.776702e-15,5.525997e-18,4.162182e-19,1.255529e-02
1.700000,1.026468527e-04,1.977712810e-04,6.415736022e-05,9.888564632e-05,1.498506526e-04,1.982575355e-01,3.130551940e+01,2.599267965e-07,1.110224e-15,3.625553e-18,1.748684e-19,8.657954e-03
1.750000,1.016408906e-04,1.986517074e-04,6.853713207e-05,9.932586399e-05,1.496353578e-04,2.039823159e-01,3.130430400e+01,2.603996097e-07,2.004103e-15,3.135314e-18,1.416819e-19,8.633192e-03
1.800000,1.007105408e-04,1.994506349e-04,7.274500651e-05,9.972532754e-05,1.494509806e-04,2.086763020e-01,3.130336053e+01,2.608918104e-07,1.999045e-15,3.689773e-18,9.683397e-20,8.660713e-03
1.850000,9.986004866e-05,2.001704172e-04,7.670834264e-05,1.000852229e-04,1.492968238e-04,2.123323171e-01,3.130266171e+01,2.613948324e-07,2.888098e-15,7.725981e-19,1.111425e-19,8.778049e-03
1.900000,9.909254887e-05,2.008127079e-04,8.036906161e-05,1.004063587e-04,1.491716550e-04,2.149449883e-01,3.130218544e+01,2.618985492e-07,8.892563e-16,6.518318e-19,3.870096e-21,8.639763e-03
1.950000,9.841022088e-05,2.013785067e-04,8.367984494e-05,1.006892609e-04,1.490738410e-04,2.165105766e-01,3.130191547e+01,2.623918567e-07,1.556441e-15,1.534960e-18,3.995721e-21,8.900745e-03
2.000000,9.781444870e-05,2.018684831e-04,8.660171103e-05,1.009342520e-04,1.490014749e-04,2.170268610e-01,3.130184179e+01,2.628632302e-07,1.999002e-15,1.129132e-19,7.070443e-23,8.623462e-03
2.050000,9.721660184e-05,2.016078717e-04,3.210474197e-05,1.008039461e-04,1.483666298e-04,2.573875084e-02,3.119481822e+01,2.579080963e-07,1.999874e-15,8.494345e-20,1.189960e-22,8.560359e-03
2.100000,9.782682492e-05,2.004997216e-04,7.713583796e-05,1.002498719e-04,1.489070068e-04,2.339719403e-02,3.119789235e+01,2.607616367e-07,2.220490e-15,7.375946e-20,1.358498e-23,1.310974e-02
2.150000,9.903562180e-05,1.993732291e-04,8.069995000e-05,9.968662312e-05,1.497497129e-04,2.314960530e-02,3.119926521e+01,2.621554358e-07,1.780365e-15,5.814650e-20,9.060538e-23,8.907776e-03
2.200000,1.003823239e-04,1.983989601e-04,7.224845687e-05,9.919948515e-05,1.506565582e-04,2.312696638e-02,3.119962418e+01,2.629134108e-07,1.111676e-15,8.277590e-20,9.013689e-23,8.641493e-03
2.250000,1.016578983e-04,1.975844394e-04,6.136668835e-05,9.879222419e-05,1.515210262e-04,2.313513274e-02,3.119967709e+01,2.636311348e-07,8.888455e-16,6.923321e-20,8.386305e-23,1.192206e-02
2.300000,1.027945057e-04,1.969099500e-04,5.109085866e-05,9.845498333e-05,1.522982793e-04,2.314985914e-02,3.119964999e+01,2.644103349e-07,1.778439e-15,3.580980e-20,6.982584e-23,8.692386e-03
2.350000,1.037784403e-04,1.963528674e-04,4.219952165e-05,9.817644358e-05,1.529760261e-04,2.316551073e-02,3.119960964e+01,2.652126288e-07,2.000213e-15,5.671826e-20,1.922820e-23,8.577879e-03
2.400000,1.046168438e-04,1.958929389e-04,3.474471349e-05,9.794647938e-05,1.535567227e-04,2.318009992e-02,3.119957497e+01,2.659890369e-07,1.999000e-15,5.602697e-20,9.141245e-24,1.075511e-02
2.450000,1.053243686e-04,1.955131294e-04,2.857053259e-05,9.775657176e-05,1.540488241e-04,2.319293187e-02,3.119955007e+01,2.667072378e-07,1.332324e-15,8.402765e-20,3.758932e-23,1.412112e-02
2.500000,1.059176087e-04,1.951993331e-04,2.348203457e-05,9.759967439e-05,1.544627522e-04,2.320387469e-02,3.119953461e+01,2.673512089e-07,1.555573e-15,2.060264e-20,1.064682e-23,8.663044e-03
2.550000,1.064127492e-04,1.949399501e-04,1.929661567e-05,9.746998379e-05,1.548090659e-04,2.321303493e-02,3.119952715e+01,2.679161366e-07,1.776684e-15,1.330597e-19,4.414505e-23,8.514257e-03
2.600000,1.068246067e-04,1.947254281e-04,1.585674487e-05,9.736272323e-05,1.550976487e-04,2.322060766e-02,3.119952611e+01,2.684039622e-07,1.779531e-15,3.641926e-20,1.508475e-23,8.484445e-03
2.650000,1.071662977e-04,1.945479034e-04,1.303050258e-05,9.727396011e-05,1.553373803e-04,2.322680940e-02,3.119953008e+01,2.688202973e-07,1.554356e-15,2.817475e-20,8.835963e-24,1.056269e-02
