t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
2.750000,4.646441725e-02,6.930648482e-02,1.022435672e-01,3.464630728e-02,1.968042832e-02,7.981512705e-01,4.531021155e+01,1.792836045e-02,2.665182e-15,3.451829e-17,9.948700e-18,8.813951e-03
2.800000,4.693922852e-02,7.173761059e-02,9.909944738e-02,3.586111450e-02,1.741322816e-02,8.064012720e-01,4.501024168e+01,1.762427062e-02,2.022143e-15,1.538127e-17,7.489632e-18,8.836321e-03
2.850000,4.723252905e-02,7.388673292e-02,9.814293076e-02,3.693496357e-02,1.470992202e-02,8.425501028e-01,4.471559575e+01,1.746060415e-02,3.108773e-15,1.122445e-17,1.061024e-17,9.026427e-03
2.900000,4.733013157e-02,7.565882962e-02,9.833528720e-02,3.782039273e-02,1.175691646e-02,8.919121411e-01,4.443639807e+01,1.738377188e-02,2.442626e-15,7.870040e-18,5.315909e-18,9.409202e-03
2.950000,4.721376193e-02,7.699207570e-02,9.861173446e-02,3.848653039e-02,8.868148961e-03,9.407994994e-01,4.418112288e+01,1.734099378e-02,2.445143e-15,1.041430e-17,5.818439e-18,8.865211e-03
3.000000,4.686407894e-02,7.785021791e-02,9.815801496e-02,3.891528004e-02,6.664964438e-03,9.614477374e-01,4.393396218e+01,1.728806413e-02,2.222592e-15,3.306817e-18,6.694016e-18,9.169826e-03
3.050000,4.626666661e-02,7.821973278e-02,9.652334993e-02,3.909989687e-02,6.192927133e-03,9.773293645e-01,4.373262862e+01,1.719561279e-02,2.665926e-15,8.294147e-18,7.417084e-18,8.724223e-03
3.100000,4.540563499e-02,7.809263910e-02,9.366381609e-02,3.903639854e-02,7.675398538e-03,9.867977876e-01,4.354716579e+01,1.704847245e-02,2.221403e-15,4.651025e-18,5.858706e-18,9.043028e-03
3.150000,4.427525047e-02,7.747377925e-02,8.988698617e-02,3.872720260e-02,1.005006624e-02,9.862622172e-01,4.338468696e+01,1.684623556e-02,2.243710e-15,2.613585e-17,5.293750e-18,9.332244e-03
3.200000,4.287895504e-02,7.637774503e-02,8.581615787e-02,3.817959081e-02,1.252771549e-02,9.745118556e-01,4.325138990e+01,1.659920496e-02,2.666945e-15,5.746272e-18,9.631719e-18,9.041588e-03
