t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
13.100000,3.485461237e-03,8.515774498e-03,5.023261833e-04,4.257874384e-03,4.903349335e-03,7.278097787e-01,1.829654031e+01,3.375047976e-04,2.444696e-15,1.130425e-17,4.747882e-19,8.667767e-03
13.150000,3.479313855e-03,8.517373895e-03,5.380831147e-04,4.258674075e-03,4.907926748e-03,7.300213054e-01,1.824694664e+01,3.379371654e-04,1.780071e-15,3.118952e-17,2.778923e-18,8.569815e-03
13.200000,3.473259451e-03,8.518858995e-03,5.782330083e-04,4.259416618e-03,4.912186729e-03,7.321387933e-01,1.820232734e+01,3.383448438e-04,2.890968e-15,2.581543e-17,5.684467e-18,1.161046e-02
13.250000,3.467311615e-03,8.520226073e-03,6.217792941e-04,4.260100151e-03,4.916114617e-03,7.341608874e-01,1.816249639e+01,3.387263945e-04,2.665547e-15,1.924985e-17,3.939556e-18,8.536208e-03
13.300000,3.461484039e-03,8.521473332e-03,6.678492760e-04,4.260723775e-03,4.919698185e-03,7.360861619e-01,1.812723221e+01,3.390805898e-04,2.886613e-15,4.370841e-17,6.097032e-18,1.090026e-02
13.350000,3.455790526e-03,8.522601066e-03,7.156907599e-04,4.261287637e-03,4.922927780e-03,7.379132781e-01,1.809628269e+01,3.394064286e-04,2.442497e-15,1.033079e-17,7.086796e-18,1.312069e-02
13.400000,3.450244987e-03,8.523611762e-03,7.646559383e-04,4.261792980e-03,4.925796445e-03,7.396411465e-01,1.806937051e+01,3.397031495e-04,2.668789e-15,2.001410e-17,2.559422e-18,8.521269e-03
13.450000,3.444861421e-03,8.524510159e-03,8.141821916e-04,4.262242175e-03,4.928299990e-03,7.412690798e-01,1.804619889e+01,3.399702395e-04,2.444325e-15,2.004826e-17,1.001318e-17,8.543657e-03
13.500000,3.439653891e-03,8.525303253e-03,8.637743556e-04,4.262638718e-03,4.930437041e-03,7.427969252e-01,1.802645742e+01,3.402074391e-04,2.221424e-15,5.322121e-17,5.879234e-18,1.334002e-02
13.550000,3.434636477e-03,8.526000253e-03,9.129900887e-04,4.262987215e-03,4.932209049e-03,7.442251644e-01,1.800982803e+01,3.404147442e-04,3.109171e-15,3.201589e-17,1.418955e-18,8.607263e-03
13.600000,3.429823224e-03,8.526612489e-03,9.614285597e-04,4.263293330e-03,4.933620258e-03,7.455549731e-01,1.799599088e+01,3.405924034e-04,3.111006e-15,2.253020e-17,3.963326e-18,1.371053e-02
13.650000,3.425228075e-03,8.527153268e-03,1.008722105e-03,4.263563717e-03,4.934677645e-03,7.467882309e-01,1.798463018e+01,3.407409123e-04,2.225069e-15,2.260912e-17,5.781638e-19,8.652560e-03
13.700000,3.420864795e-03,8.527637685e-03,1.054530337e-03,4.263805923e-03,4.935390811e-03,7.479274800e-01,1.797543974e+01,3.408610044e-04,3.331425e-15,1.982956e-17,2.706263e-18,8.609153e-03
13.750000,3.416746889e-03,8.528082393e-03,1.098536200e-03,4.264028275e-03,4.935771851e-03,7.489758310e-01,1.796812831e+01,3.409536381e-04,3.331991e-15,2.428266e-17,1.566906e-18,8.539309e-03
13.800000,3.412887515e-03,8.528505330e-03,1.140443521e-03,4.264239742e-03,4.935835178e-03,7.499368178e-01,1.796242449e+01,3.410199815e-04,2.887988e-15,2.483299e-17,1.260068e-17,8.490613e-03
13.850000,3.409299383e-03,8.528925414e-03,1.179975702e-03,4.264449782e-03,4.935597313e-03,7.508142100e-01,1.795808136e+01,3.410613936e-04,3.330843e-15,3.767929e-17,4.867080e-19,8.700528e-03
13.900000,3.405994668e-03,8.529362207e-03,1.216875263e-03,4.264668176e-03,4.935076653e-03,7.516117913e-01,1.795488049e+01,3.410794025e-04,3.557152e-15,2.428866e-17,3.332465e-18,8.590726e-03
13.950000,3.402984912e-03,8.529835554e-03,1.250903988e-03,4.264904848e-03,4.934293200e-03,7.523331158e-01,1.795263564e+01,3.410756824e-04,3.553583e-15,4.202474e-17,6.162633e-18,8.584627e-03
14.000000,3.400280930e-03,8.530365213e-03,1.281843505e-03,4.265169675e-03,4.933268272e-03,7.529812580e-01,1.795119577e+01,3.410520270e-04,3.330763e-15,3.973088e-17,2.715989e-18,8.571907e-03
14.050000,3.397892724e-03,8.530970466e-03,1.309496134e-03,4.265472299e-03,4.932024184e-03,7.535585701e-01,1.795044757e+01,3.410103219e-04,3.552874e-15,2.661872e-17,1.310381e-18,8.571068e-03
14.100000,3.395829397e-03,8.531669735e-03,1.333685887e-03,4.265821930e-03,4.930583923e-03,7.540664627e-01,1.795031742e+01,3.409525156e-04,3.331357e-15,2.452782e-17,8.185929e-18,8.523141e-03
14.150000,3.394099084e-03,8.532480205e-03,1.354259509e-03,4.266227161e-03,4.928970801e-03,7.545052220e-01,1.795077270e+01,3.408805882e-04,2.442603e-15,1.531474e-17,2.269852e-18,8.683499e-03
14.200000,3.392708879e-03,8.533417457e-03,1.371087492e-03,4.266695783e-03,4.927208106e-03,7.548738743e-01,1.795182244e+01,3.407965215e-04,3.555502e-15,1.646564e-17,2.408363e-18,8.553050e-03
14.250000,3.391664781e-03,8.534495129e-03,1.384064969e-03,4.267234614e-03,4.925318751e-03,7.551701068e-01,1.795351744e+01,3.407022664e-04,3.553743e-15,8.813071e-18,2.093526e-18,8.694719e-03
14.300000,3.390971649e-03,8.535724608e-03,1.393112457e-03,4.267849348e-03,4.923324933e-03,7.553902466e-01,1.795594962e+01,3.405997128e-04,2.889874e-15,6.891890e-18,4.881412e-18,8.484895e-03
14.350000,3.390633164e-03,8.537114754e-03,1.398176396e-03,4.268544415e-03,4.921247799e-03,7.555292994e-01,1.795925072e+01,3.404906592e-04,3.109344e-15,3.256215e-17,3.843923e-18,8.580858e-03
14.400000,3.390651805e-03,8.538671676e-03,1.399229440e-03,4.269322869e-03,4.919107134e-03,7.555810427e-01,1.796359043e+01,3.403767836e-04,2.887155e-15,3.110831e-17,6.623731e-18,8.476885e-03
14.450000,3.391028836e-03,8.540398554e-03,1.396270510e-03,4.270186300e-03,4.916921076e-03,7.555381649e-01,1.796917373e+01,3.402596169e-04,3.332144e-15,1.452659e-17,1.756663e-18,8.547761e-03
14.500000,3.391764300e-03,8.542295514e-03,1.389324567e-03,4.271134771e-03,4.914705860e-03,7.553924415e-01,1.797623765e+01,3.401405188e-04,2.890082e-15,9.484711e-18,6.457211e-18,8.501284e-03
14.550000,3.392857029e-03,8.544359563e-03,1.378442131e-03,4.272166786e-03,4.912475604e-03,7.551349341e-01,1.798504745e+01,3.400206562e-04,2.887784e-15,2.870845e-17,3.918615e-18,8.524812e-03
14.600000,3.394304657e-03,8.546584580e-03,1.363698540e-03,4.273279285e-03,4.910242130e-03,7.547562014e-01,1.799589208e+01,3.399009858e-04,3.336451e-15,4.160202e-17,6.511275e-18,8.452397e-03
14.650000,3.396103646e-03,8.548961368e-03,1.345192983e-03,4.274467668e-03,4.908014840e-03,7.542465094e-01,1.800907921e+01,3.397822402e-04,3.553093e-15,2.893086e-17,8.673880e-18,8.549501e-03
14.700000,3.398249315e-03,8.551477763e-03,1.323047332e-03,4.275725854e-03,4.905800634e-03,7.535960310e-01,1.802492976e+01,3.396649186e-04,2.221251e-15,6.493601e-18,4.289049e-18,8.574899e-03
14.750000,3.400735883e-03,8.554118793e-03,1.297404805e-03,4.277046357e-03,4.903603886e-03,7.527950280e-01,1.804377196e+01,3.395492825e-04,2.888825e-15,4.447196e-18,1.249590e-18,8.633155e-03
