t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
5.300000,3.752937607e-05,5.101858168e-06,7.568019566e-05,2.550976843e-06,3.650154453e-05,4.428283362e-01,3.032862039e+01,1.357470789e-08,2.296560e-16,2.106036e-17,1.382907e-17,6.945860e-03
5.310000,3.730065919e-05,5.097155592e-06,7.551391813e-05,2.548566011e-06,3.629171777e-05,4.455572977e-01,3.024170739e+01,1.343984765e-08,6.051997e-17,4.859898e-17,9.455352e-18,7.001909e-03
5.320000,3.707989632e-05,5.092535879e-06,7.532922183e-05,2.546286269e-06,3.608986284e-05,4.482596720e-01,3.015510497e+01,1.330894002e-08,5.648280e-17,3.125094e-17,9.367463e-18,6.995839e-03
5.330000,3.686721637e-05,5.088261091e-06,7.512834300e-05,2.544131178e-06,3.589611227e-05,4.509347879e-01,3.006882284e+01,1.318216180e-08,5.248733e-17,1.872088e-17,2.063580e-17,7.011039e-03
5.340000,3.666272008e-05,5.084506787e-06,7.491337544e-05,2.542093932e-06,3.571057031e-05,4.535819924e-01,2.998287080e+01,1.305966350e-08,8.900687e-16,3.720860e-17,1.103937e-17,6.979949e-03
5.350000,3.646648148e-05,5.080574892e-06,7.468627560e-05,2.540167360e-06,3.553331438e-05,4.562006520e-01,2.989725866e+01,1.294157093e-08,5.975850e-16,2.821096e-17,1.933869e-17,6.992129e-03
5.360000,3.627854936e-05,5.076552474e-06,7.444886773e-05,2.538343924e-06,3.536439657e-05,4.587901530e-01,2.981199630e+01,1.282798683e-08,4.440988e-16,1.354169e-17,7.802968e-18,6.961889e-03
5.370000,3.609894863e-05,5.073052128e-06,7.420284904e-05,2.536615727e-06,3.520384495e-05,4.613499027e-01,2.972709363e+01,1.271899235e-08,4.468031e-16,2.483667e-17,1.590075e-17,6.965249e-03
5.380000,3.592768170e-05,5.069812155e-06,7.394979491e-05,2.534974508e-06,3.505166505e-05,4.638793299e-01,2.964256060e+01,1.261464863e-08,4.492092e-16,3.466135e-17,7.507909e-18,6.979980e-03
5.390000,3.576472982e-05,5.066920702e-06,7.369116408e-05,2.533411657e-06,3.490784115e-05,4.663778855e-01,2.955840721e+01,1.251499822e-08,2.254044e-16,1.698713e-17,1.017768e-17,6.972940e-03
5.400000,3.561005443e-05,5.064027598e-06,7.342830374e-05,2.531918217e-06,3.477233758e-05,4.688450435e-01,2.947464351e+01,1.242006646e-08,4.682712e-16,4.695660e-17,1.259575e-17,6.983530e-03
5.410000,3.546359836e-05,5.060869598e-06,7.316245463e-05,2.530484895e-06,3.464510009e-05,4.712803018e-01,2.939127956e+01,1.232986290e-08,2.393226e-16,2.427880e-17,1.212420e-17,6.966929e-03
5.420000,3.532528717e-05,5.058148629e-06,7.289475598e-05,2.529102071e-06,3.452605704e-05,4.736831827e-01,2.930832550e+01,1.224438250e-08,2.391700e-16,1.526158e-17,1.404949e-17,6.975240e-03
5.430000,3.519503032e-05,5.055865398e-06,7.262625043e-05,2.527759814e-06,3.441512063e-05,4.760532333e-01,2.922579149e+01,1.216360691e-08,8.896794e-16,5.975659e-17,2.835019e-18,6.969729e-03
5.440000,3.507272236e-05,5.053229617e-06,7.235788879e-05,2.526447893e-06,3.431218812e-05,4.783900271e-01,2.914368772e+01,1.208750558e-08,8.121853e-16,4.647326e-17,1.420887e-17,6.905070e-03
5.450000,3.495824412e-05,5.050504533e-06,7.209053473e-05,2.525155795e-06,3.421714301e-05,4.806931634e-01,2.906202445e+01,1.201603690e-08,5.692294e-16,1.763579e-17,1.130711e-17,6.926899e-03
5.460000,3.485146377e-05,5.047953928e-06,7.182496938e-05,2.523872740e-06,3.412985608e-05,4.829622690e-01,2.898081194e+01,1.194914919e-08,5.608667e-16,4.782739e-17,4.372178e-18,6.922509e-03
5.470000,3.475223799e-05,5.045225994e-06,7.156189572e-05,2.522587703e-06,3.405018658e-05,4.851969981e-01,2.890006052e+01,1.188678170e-08,1.121376e-16,3.090028e-17,6.705529e-18,6.918630e-03
5.480000,3.466041296e-05,5.042936911e-06,7.130194297e-05,2.521289434e-06,3.397798322e-05,4.873970330e-01,2.881978054e+01,1.182886549e-08,8.917305e-16,6.032288e-17,9.310358e-18,6.903849e-03
5.490000,3.457582538e-05,5.040030040e-06,7.104567081e-05,2.519966475e-06,3.391308520e-05,4.895620849e-01,2.873998239e+01,1.177532430e-08,2.277608e-16,5.706944e-17,1.000790e-17,6.915059e-03
5.500000,3.449830351e-05,5.037209654e-06,7.079357345e-05,2.518607192e-06,3.385532320e-05,4.916918937e-01,2.866067649e+01,1.172607535e-08,1.033628e-16,2.015433e-17,4.528916e-18,6.937560e-03
5.510000,3.442766801e-05,5.034475898e-06,7.054608365e-05,2.517199793e-06,3.380452028e-05,4.937862291e-01,2.858187330e+01,1.168103005e-08,1.145059e-16,4.079216e-17,9.631488e-18,6.960589e-03
5.520000,3.436373295e-05,5.031828913e-06,7.030357655e-05,2.515732355e-06,3.376049282e-05,4.958448906e-01,2.850358329e+01,1.164009472e-08,8.893035e-16,1.956036e-17,6.948969e-18,6.951759e-03
5.530000,3.430630658e-05,5.028474066e-06,7.006637343e-05,2.514192854e-06,3.372305133e-05,4.978677079e-01,2.842581700e+01,1.160317119e-08,2.232017e-16,6.810730e-17,5.078608e-18,6.944629e-03
5.540000,3.425519221e-05,5.025205352e-06,6.983474532e-05,2.512569189e-06,3.369200127e-05,4.998545410e-01,2.834858497e+01,1.157015746e-08,2.247366e-16,4.198776e-17,1.299263e-17,6.942969e-03
5.550000,3.421018896e-05,5.021669214e-06,6.960891651e-05,2.510849217e-06,3.366714386e-05,5.018052807e-01,2.827189777e+01,1.154094815e-08,2.230103e-16,4.258924e-17,1.272906e-17,6.965720e-03
5.560000,3.417109254e-05,5.017953587e-06,6.938906791e-05,2.509020776e-06,3.364827674e-05,5.037198485e-01,2.819576600e+01,1.151543508e-08,2.315016e-16,5.870833e-17,2.405506e-17,7.024279e-03
5.570000,3.413769588e-05,5.014412335e-06,6.917534032e-05,2.507071721e-06,3.363519471e-05,5.055981967e-01,2.812020029e+01,1.149350771e-08,6.689758e-16,5.015950e-17,8.883304e-18,6.942789e-03
5.580000,3.410978989e-05,5.010070890e-06,6.896783757e-05,2.504989956e-06,3.362769032e-05,5.074403087e-01,2.804521128e+01,1.147505356e-08,2.353575e-16,3.358102e-17,9.352087e-19,6.946040e-03
5.590000,3.408716397e-05,5.005725679e-06,6.876662952e-05,2.502763462e-06,3.362555454e-05,5.092461985e-01,2.797080965e+01,1.145995861e-08,5.642102e-16,3.340068e-17,1.839257e-17,6.962469e-03
5.600000,3.406960669e-05,5.000843905e-06,6.857175496e-05,2.500380334e-06,3.362857725e-05,5.110159109e-01,2.789700607e+01,1.144810766e-08,1.123112e-16,8.192984e-18,2.440781e-17,6.944479e-03
5.610000,3.405690627e-05,4.995868470e-06,6.838322437e-05,2.497828813e-06,3.363654780e-05,5.127495213e-01,2.782381126e+01,1.143938466e-08,5.555911e-16,3.071467e-17,1.052642e-17,6.939720e-03
5.620000,3.404885110e-05,4.990265176e-06,6.820102261e-05,2.495097318e-06,3.364925549e-05,5.144471352e-01,2.775123593e+01,1.143367299e-08,1.344271e-16,7.902250e-17,2.520652e-17,6.939959e-03
5.630000,3.404523022e-05,4.984121008e-06,6.802511141e-05,2.492174485e-06,3.366649001e-05,5.161088883e-01,2.767929081e+01,1.143085576e-08,6.716557e-16,1.384382e-17,1.493708e-17,6.942550e-03
5.640000,3.404583375e-05,4.977880044e-06,6.785543180e-05,2.489049194e-06,3.368804184e-05,5.177349457e-01,2.760798664e+01,1.143081605e-08,4.476913e-16,2.018797e-17,5.245752e-18,6.944759e-03
5.650000,3.405045327e-05,4.971363264e-06,6.769190644e-05,2.485710611e-06,3.371370265e-05,5.193255016e-01,2.753733416e+01,1.143343713e-08,2.559322e-16,3.077865e-17,2.436622e-17,6.956230e-03
5.660000,3.405888221e-05,4.964122305e-06,6.753444175e-05,2.482148215e-06,3.374326560e-05,5.208807787e-01,2.746734413e+01,1.143860267e-08,4.464664e-16,4.039774e-17,6.076612e-18,6.953919e-03
5.670000,3.407091617e-05,4.956960357e-06,6.738292998e-05,2.478351836e-06,3.377652568e-05,5.224010277e-01,2.739802730e+01,1.144619695e-08,6.663659e-16,5.136437e-17,7.833511e-18,6.967149e-03
5.680000,3.408635322e-05,4.948801041e-06,6.723725121e-05,2.474311688e-06,3.381328001e-05,5.238865264e-01,2.732939442e+01,1.145610496e-08,4.512144e-16,8.411044e-18,1.519137e-17,6.945729e-03
5.690000,3.410499418e-05,4.939999014e-06,6.709727514e-05,2.470018403e-06,3.385332801e-05,5.253375792e-01,2.726145624e+01,1.146821263e-08,9.834066e-17,3.102359e-17,1.037004e-17,6.948559e-03
5.700000,3.412664288e-05,4.930821033e-06,6.696286281e-05,2.465463061e-06,3.389647173e-05,5.267545160e-01,2.719422349e+01,1.148240693e-08,2.220583e-16,4.861920e-17,7.282313e-18,6.972399e-03
