t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,d_hat_norm,c0,c1,c2,runtime
1.200000,1.134135133e-04,1.763900320e-04,5.199783466e-05,8.819502831e-05,1.430875887e-04,9.200939937e-02,3.133946245e+01,2.273712558e-07,2.616353621e-03,2.223882e-15,2.409116e-17,6.336361e-19,9.531749e-03
1.350000,1.097810950e-04,1.826422338e-04,4.390203099e-05,9.132112325e-05,1.422874467e-04,1.339210838e-01,3.132378783e+01,2.296458144e-07,2.692701509e-03,1.115576e-15,1.659329e-17,1.042531e-18,8.948291e-03
1.500000,1.058798768e-04,1.876410357e-04,5.182933245e-05,9.382052225e-05,1.419933225e-04,1.680348685e-01,3.131314390e+01,2.330582920e-07,2.764972179e-03,8.882177e-16,1.306183e-17,2.625281e-19,8.612873e-03
1.650000,1.022899331e-04,1.918350144e-04,6.525457799e-05,9.591751390e-05,1.423069708e-04,1.934836090e-01,3.130657817e+01,2.377406273e-07,2.826337403e-03,1.341424e-15,3.611387e-18,3.006889e-19,8.840022e-03
1.800000,9.937463571e-05,1.954241792e-04,7.842594548e-05,9.771209761e-05,1.431994136e-04,2.098160454e-01,3.130305590e+01,2.435051232e-07,2.873395652e-03,1.554458e-15,6.136776e-18,7.112554e-20,8.720482e-03
1.950000,9.732381057e-05,1.984688653e-04,8.902853997e-05,9.923444094e-05,1.445727581e-04,2.168003017e-01,3.130174874e+01,2.499530937e-07,2.904888945e-03,1.555373e-15,1.252109e-18,5.987664e-21,8.709473e-03
2.100000,9.493671402e-05,1.986468294e-04,8.885366402e-05,9.932342624e-05,1.443047796e-04,2.379743120e-02,3.119704664e+01,2.494595861e-07,3.561291420e-03,2.221467e-15,9.814613e-20,2.826917e-23,8.829872e-03
2.250000,9.965424093e-05,1.964887525e-04,7.715664458e-05,9.824438488e-05,1.485537918e-04,2.315906824e-02,3.119984442e+01,2.567380797e-07,2.626820598e-03,1.777745e-15,4.694973e-20,1.933680e-23,1.022565e-02
2.400000,1.034075733e-04,1.953056652e-04,4.353343468e-05,9.765284382e-05,1.518048314e-04,2.319109923e-02,3.119966959e+01,2.615938579e-07,2.614130900e-03,2.229515e-15,1.044201e-19,9.341615e-24,8.745213e-03
2.550000,1.057093883e-04,1.946354493e-04,2.421569579e-05,9.731773409e-05,1.537998658e-04,2.321843704e-02,3.119958657e+01,2.652943207e-07,2.616606643e-03,1.779487e-15,3.847014e-20,2.701953e-23,8.622353e-03
2.700000,1.070469319e-04,1.942503440e-04,1.346913777e-05,9.712517794e-05,1.549613223e-04,2.323464479e-02,3.119957677e+01,2.676612018e-07,2.618249600e-03,1.111119e-15,6.075795e-20,3.702877e-25,8.938811e-03
2.850000,1.078066883e-04,1.940260098e-04,7.497399459e-06,9.701301284e-05,1.556223733e-04,2.324331904e-02,3.119960156e+01,2.690668875e-07,2.619190543e-03,1.554906e-15,3.930924e-20,1.596154e-23,8.880452e-03
3.000000,1.082333428e-04,1.938930621e-04,4.178400346e-06,9.694653780e-05,1.559943663e-04,2.324763731e-02,3.119963995e+01,2.698717176e-07,2.619728309e-03,1.333457e-15,1.338947e-20,5.536109e-24,8.798522e-03
3.150000,1.084714207e-04,1.938125201e-04,2.333173233e-06,9.690626923e-05,1.562024489e-04,2.324962502e-02,3.119968119e+01,2.703229624e-07,2.620037996e-03,1.777267e-15,2.028529e-20,3.938938e-24,8.781872e-03
3.300000,1.086037392e-04,1.937624113e-04,1.306863819e-06,9.688121586e-05,1.563184714e-04,2.325043900e-02,3.119972013e+01,2.705723298e-07,2.620218576e-03,2.008350e-15,1.237115e-20,2.553620e-24,8.827542e-03
3.450000,1.086770528e-04,1.937302667e-04,7.357195825e-07,9.686514111e-05,1.563830522e-04,2.325069867e-02,3.119975461e+01,2.707083872e-07,2.620325752e-03,1.554314e-15,1.804041e-21,1.786937e-24,8.643533e-03
3.600000,1.131314341e-04,1.982959484e-04,8.007680636e-05,9.914798444e-05,1.617202859e-04,4.287287649e-01,3.140627139e+01,2.910763369e-07,3.377434051e-03,1.998408e-15,5.201616e-18,8.366775e-20,1.388669e-02
3.750000,9.913174411e-05,2.062275145e-04,6.104441275e-05,1.031137649e-04,1.540341380e-04,3.796472674e-01,3.139179551e+01,2.767349236e-07,3.133252928e-03,1.554674e-15,6.409096e-18,4.737898e-19,8.813773e-03
3.900000,9.573462973e-05,2.105725264e-04,9.326359879e-05,1.052862712e-04,1.538048911e-04,3.093276520e-01,3.138073018e+01,2.822781968e-07,3.084849232e-03,1.777256e-15,1.515209e-17,1.102525e-18,1.394597e-02
