t,pos_err,ori_err_geodesic,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,V,c0,c1,c2,runtime
10.550000,9.273445174e-05,1.671752715e-04,1.646511421e-04,8.358764878e-05,1.786477172e-04,4.208294779e-01,1.899511050e+01,3.247702143e-07,2.220537e-15,1.928024e-17,3.381061e-18,9.272220e-03
10.600000,9.258869737e-05,1.665201877e-04,1.667471140e-04,8.326010835e-05,1.806744404e-04,4.190835190e-01,1.916128956e+01,3.305062925e-07,2.442533e-15,9.078242e-18,6.103431e-18,9.053121e-03
10.650000,9.185845879e-05,1.657843434e-04,1.703174962e-04,8.289218352e-05,1.818137840e-04,4.169079244e-01,1.933207714e+01,3.339229539e-07,2.000148e-15,2.303553e-17,5.569806e-18,1.039582e-02
10.700000,9.052633471e-05,1.649930318e-04,1.753130705e-04,8.249653018e-05,1.820586159e-04,4.153807001e-01,1.950414887e+01,3.349754731e-07,2.448109e-15,2.143953e-17,1.980566e-18,9.065630e-03
10.750000,8.858571406e-05,1.641883377e-04,1.815625751e-04,8.209418108e-05,1.814251288e-04,4.155085256e-01,1.967387962e+01,3.337187397e-07,1.998539e-15,3.510677e-17,1.970356e-18,9.276610e-03
10.800000,8.604383896e-05,1.634254473e-04,1.887898838e-04,8.171273738e-05,1.799515041e-04,4.180355778e-01,1.983748413e+01,3.302969325e-07,2.220874e-15,5.663781e-17,4.597365e-18,9.335590e-03
10.850000,8.292362334e-05,1.627679805e-04,1.966359976e-04,8.138400422e-05,1.776954288e-04,4.232679894e-01,1.999116540e+01,3.249250303e-07,2.220604e-15,4.276058e-17,1.263359e-18,9.079500e-03
10.900000,7.926411284e-05,1.622825476e-04,2.046835965e-04,8.114128646e-05,1.747304818e-04,4.309667233e-01,2.013126306e+01,3.178648846e-07,2.006649e-15,4.453767e-17,2.683715e-18,9.397850e-03
10.950000,7.511964625e-05,1.620330973e-04,2.124815574e-04,8.101656107e-05,1.711416358e-04,4.403419866e-01,2.025439580e+01,3.093993474e-07,1.999414e-15,2.317089e-17,8.931357e-18,1.128569e-02
11.000000,7.055789207e-05,1.620754334e-04,2.195667599e-04,8.103773048e-05,1.670203272e-04,4.501414821e-01,2.035759356e+01,2.998080086e-07,2.220655e-15,2.601393e-17,1.994240e-18,9.579879e-03
11.050000,6.565698984e-05,1.624522516e-04,2.254810748e-04,8.122614006e-05,1.624597207e-04,4.587911790e-01,2.043841655e+01,2.893476309e-07,2.221748e-15,1.754274e-17,4.055210e-18,9.280801e-03
11.100000,6.050204431e-05,1.631890054e-04,2.297825140e-04,8.159451634e-05,1.575509069e-04,4.645410768e-01,2.049505874e+01,2.782396288e-07,2.221676e-15,5.176248e-17,1.424714e-18,1.426589e-02
11.150000,5.518122607e-05,1.642908808e-04,2.320508292e-04,8.214545438e-05,1.523808247e-04,4.655846914e-01,2.052643375e+01,2.666661250e-07,2.220447e-15,3.773307e-17,6.120612e-18,1.146613e-02
11.200000,4.978175998e-05,1.657410845e-04,2.318892897e-04,8.287055555e-05,1.470326704e-04,4.601420968e-01,2.053224043e+01,2.547754026e-07,2.224722e-15,2.179640e-17,6.007499e-18,9.312380e-03
11.250000,4.438619507e-05,1.675005588e-04,2.289261678e-04,8.375029194e-05,1.415894467e-04,4.465105001e-01,2.051300536e+01,2.426970576e-07,2.220476e-15,1.958915e-17,3.486203e-18,1.362595e-02
11.300000,3.906967646e-05,1.695092699e-04,2.228221441e-04,8.475465067e-05,1.361410974e-04,4.230918995e-01,2.047009817e+01,2.305668476e-07,2.664564e-15,1.632920e-17,2.825011e-18,9.415111e-03
11.350000,3.389978741e-05,1.716891566e-04,2.132945483e-04,8.584458613e-05,1.307953536e-04,3.884077652e-01,2.040571581e+01,2.185610222e-07,1.337801e-15,2.025006e-17,6.416061e-18,9.350690e-03
11.400000,2.894264839e-05,1.739485200e-04,2.001787716e-04,8.697427482e-05,1.256918876e-04,3.411097348e-01,2.032283153e+01,2.069395710e-07,2.665444e-15,9.431320e-18,9.173581e-19,9.248470e-03
11.450000,2.428423416e-05,1.761882046e-04,1.835685963e-04,8.809411668e-05,1.210184592e-04,2.799976143e-01,2.022510560e+01,1.960970418e-07,2.667305e-15,2.616879e-17,7.116756e-18,1.354725e-02
11.500000,2.008843952e-05,1.783086822e-04,1.641293991e-04,8.915435026e-05,1.170261336e-04,2.040803212e-01,2.011675743e+01,1.866181428e-07,1.786592e-15,2.960388e-17,2.435022e-18,9.938170e-03
11.550000,1.649974488e-05,1.802146953e-04,2.014273756e-04,9.010735981e-05,1.144441278e-04,2.061918525e-01,2.004199466e+01,1.900208512e-07,2.232251e-15,3.094640e-17,3.951425e-18,9.186150e-03
11.600000,1.422072520e-05,1.818578347e-04,1.932103151e-04,9.092893202e-05,1.130626572e-04,2.104769965e-01,1.996614766e+01,1.870749939e-07,2.664539e-15,1.140967e-17,1.580091e-18,9.117880e-03
11.650000,1.404729153e-05,1.833649227e-04,1.811946339e-04,9.168247239e-05,1.122606763e-04,2.134823540e-01,1.988430585e+01,1.844808291e-07,1.998422e-15,3.628708e-17,2.421031e-18,1.109126e-02
11.700000,1.536861814e-05,1.847884295e-04,1.685723243e-04,9.239422352e-05,1.117097384e-04,2.157549991e-01,1.979689793e+01,1.823343798e-07,1.557318e-15,2.422632e-17,4.873020e-19,1.190704e-02
11.750000,1.730427616e-05,1.861164077e-04,1.567735337e-04,9.305821623e-05,1.112392258e-04,2.176945739e-01,1.970483872e+01,1.805609462e-07,2.220450e-15,4.933952e-18,1.712095e-18,8.956621e-03
11.800000,1.934007913e-05,1.873375503e-04,1.467966618e-04,9.366879115e-05,1.107675058e-04,2.194472305e-01,1.960871770e+01,1.791208921e-07,2.886660e-15,2.908531e-17,3.015765e-18,1.082418e-02
11.850000,2.126679767e-05,1.884467985e-04,1.388127704e-04,9.422340561e-05,1.102577724e-04,2.210495271e-01,1.950901241e+01,1.779131050e-07,1.110538e-15,1.457664e-17,4.760562e-19,9.705260e-03
11.900000,2.302096056e-05,1.894412162e-04,1.326551997e-04,9.472061796e-05,1.096948243e-04,2.225016247e-01,1.940618070e+01,1.768383006e-07,1.776495e-15,1.660953e-17,3.492656e-18,1.143998e-02
