t,pos_err,ori_err,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,sigma_min,c0,c1,c2,runtime,q1,q2,q3,q4,q5,q6,tau1,tau2,tau3,tau4,tau5,tau6,px,py,pz,pd_x,pd_y,pd_z,cube_x,cube_y,cube_z,cube_yaw,gripper_width,tau_sat,governed
2.660000000e+00,9.237596705e-02,2.568974210e-01,8.187730361e-02,1.280957877e-01,6.268187871e-02,3.000000000e+01,4.590907228e+00,1.344898751e-01,6.569227398e-17,1.086801143e-17,8.673617380e-19,1.368366200e-02,-2.879807651e-01,-2.651601076e+00,-1.512004018e+00,-1.327222466e+00,-7.706364989e-01,2.667918801e-01,2.230555007e-01,4.315116713e+00,-1.515216587e+00,-3.317613276e-01,2.226549291e-02,-7.304769898e-04,6.212252835e-01,-5.079778515e-02,1.033139739e-01,6.314431594e-01,-5.726921516e-02,1.173321775e-02,4.850382507e-01,-1.229912564e-01,2.250010520e-02,1.977683772e+00,6.999959424e-02,0,0
2.670000000e+00,9.262052668e-02,2.576021132e-01,7.943992722e-02,1.284452231e-01,6.293082814e-02,3.000000000e+01,4.606760723e+00,1.344827669e-01,5.551359063e-16,5.485677295e-18,2.305045437e-18,1.345464100e-02,-2.880037129e-01,-2.651895761e+00,-1.512098193e+00,-1.328381419e+00,-7.707971334e-01,2.671766877e-01,2.076577868e-01,4.330365959e+00,-1.521362417e+00,-3.346112075e-01,2.330746546e-02,-1.325464002e-03,6.211740395e-01,-5.077516432e-02,1.034093841e-01,6.314431935e-01,-5.726919355e-02,1.158926633e-02,4.850382507e-01,-1.229913756e-01,2.250002883e-02,1.977683693e+00,6.999951601e-02,0,0
2.680000000e+00,9.285878765e-02,2.582939044e-01,7.600718627e-02,1.287882459e-01,6.317277058e-02,3.000000000e+01,4.573934218e+00,1.344754243e-01,1.134827738e-16,1.734723476e-18,5.421010862e-19,1.129547900e-02,-2.880262136e-01,-2.652188540e+00,-1.512195349e+00,-1.329519749e+00,-7.709465623e-01,2.675641477e-01,2.297674774e-01,4.299305613e+00,-1.508267117e+00,-3.296935300e-01,2.200570003e-02,-7.822554632e-04,6.211248049e-01,-5.075439246e-02,1.035029170e-01,6.314432265e-01,-5.726917255e-02,1.144944205e-02,4.850380421e-01,-1.229911223e-01,2.249988914e-02,1.977685736e+00,6.999955699e-02,0,0
2.690000000e+00,9.308993485e-02,2.589699099e-01,9.062183495e-02,1.291234264e-01,6.341973226e-02,3.000000000e+01,4.609521230e+00,1.344686828e-01,4.444162559e-16,1.226634733e-17,1.748223473e-18,1.240192000e-02,-2.880483866e-01,-2.652471781e+00,-1.512284636e+00,-1.330630183e+00,-7.711099982e-01,2.679137886e-01,2.449800221e-01,4.331566204e+00,-1.520847544e+00,-3.342498740e-01,2.241222640e-02,-1.562065363e-03,6.210743478e-01,-5.073112882e-02,1.035930965e-01,6.314432586e-01,-5.726915218e-02,1.131376024e-02,4.850381315e-01,-1.229912043e-01,2.250001766e-02,1.977686561e+00,6.999954209e-02,0,0
2.700000000e+00,9.331553844e-02,2.596307783e-01,8.248397009e-02,1.294510873e-01,6.366925445e-02,3.000000000e+01,4.595046203e+00,1.344625891e-01,4.492431442e-16,9.055522399e-18,1.301042607e-18,1.321007900e-02,-2.880672514e-01,-2.652743816e+00,-1.512365580e+00,-1.331715465e+00,-7.712619305e-01,2.682050169e-01,2.158315961e-01,4.319785786e+00,-1.515512261e+00,-3.316457215e-01,2.345815480e-02,-7.102554521e-04,6.210248388e-01,-5.070762046e-02,1.036819231e-01,6.314432898e-01,-5.726913244e-02,1.118223577e-02,4.850382209e-01,-1.229910478e-01,2.250012010e-02,1.977686797e+00,6.999954209e-02,0,0
2.710000000e+00,9.353287084e-02,2.602634732e-01,7.334748164e-02,1.297647665e-01,6.390360085e-02,3.000000000e+01,4.590302795e+00,1.344567803e-01,8.885375949e-16,1.217400213e-17,9.263427422e-19,1.112451800e-02,-2.880827785e-01,-2.653005838e+00,-1.512442827e+00,-1.332758307e+00,-7.713906765e-01,2.684832811e-01,2.468201490e-01,4.314829460e+00,-1.510787373e+00,-3.305608369e-01,2.138401988e-02,-2.647542738e-04,6.209785589e-01,-5.068612648e-02,1.037670775e-01,6.314433199e-01,-5.726911332e-02,1.105488307e-02,4.850382805e-01,-1.229914203e-01,2.250009589e-02,1.977682553e+00,6.999951228e-02,0,0
2.720000000e+00,9.374436428e-02,2.608818850e-01,5.894087700e-02,1.300713518e-01,6.413342361e-02,3.000000000e+01,4.628084474e+00,1.344510045e-01,4.516167333e-16,0.000000000e+00,1.611782403e-18,1.217472800e-02,-2.880997360e-01,-2.653261662e+00,-1.512519598e+00,-1.333776951e+00,-7.715125680e-01,2.687508762e-01,2.605287767e-01,4.348528815e+00,-1.525806092e+00,-3.362060597e-01,2.163790188e-02,-9.280590305e-04,6.209336323e-01,-5.066688385e-02,1.038508342e-01,6.314433490e-01,-5.726909483e-02,1.093171610e-02,4.850381017e-01,-1.229911298e-01,2.249997482e-02,1.977685933e+00,6.999957934e-02,0,0
2.730000000e+00,9.394724875e-02,2.614741042e-01,8.071811344e-02,1.303649401e-01,6.435122444e-02,3.000000000e+01,4.634671840e+00,1.344461572e-01,4.906538933e-18,1.321126039e-17,1.305552300e-18,1.131452000e-02,-2.881147265e-01,-2.653506994e+00,-1.512584448e+00,-1.334763646e+00,-7.716127038e-01,2.690009475e-01,2.932780222e-01,4.353005524e+00,-1.526981463e+00,-3.367597857e-01,2.077860088e-02,-1.637200724e-03,6.208901528e-01,-5.064980229e-02,1.039304170e-01,6.314433772e-01,-5.726907697e-02,1.081274838e-02,4.850379825e-01,-1.229911074e-01,2.249989286e-02,1.977685618e+00,6.999954954e-02,0,0
2.740000000e+00,9.414470665e-02,2.620540263e-01,7.923722686e-02,1.306524212e-01,6.457231688e-02,3.000000000e+01,4.617739380e+00,1.344416392e-01,2.287044753e-16,2.453269467e-18,1.817454023e-18,1.289541500e-02,-2.881280184e-01,-2.653743505e+00,-1.512645006e+00,-1.335726500e+00,-7.717101574e-01,2.692071795e-01,2.122598190e-01,4.341677789e+00,-1.521693354e+00,-3.349358321e-01,2.370427450e-02,-1.468371727e-03,6.208473573e-01,-5.063221074e-02,1.040087737e-01,6.314434043e-01,-5.726905974e-02,1.069799295e-02,4.850381017e-01,-1.229910851e-01,2.250007167e-02,1.977685304e+00,6.999956071e-02,0,0
2.750000000e+00,9.433580120e-02,2.626109572e-01,6.679117279e-02,1.309284946e-01,6.477596467e-02,3.000000000e+01,4.608415987e+00,1.344374866e-01,4.441080559e-16,6.992893893e-18,1.817454023e-18,1.248824200e-02,-2.881387770e-01,-2.653970003e+00,-1.512700915e+00,-1.336657643e+00,-7.717747092e-01,2.694126666e-01,2.088161955e-01,4.333174526e+00,-1.518515520e+00,-3.332012179e-01,2.406735888e-02,-7.472053283e-04,6.208080805e-01,-5.061856167e-02,1.040856111e-01,6.314434305e-01,-5.726904314e-02,1.058746239e-02,4.850378931e-01,-1.229911074e-01,2.249988914e-02,1.977686836e+00,6.999959052e-02,0,0
2.760000000e+00,9.451976607e-02,2.631533739e-01,7.635376582e-02,1.311973635e-01,6.497409919e-02,3.000000000e+01,4.600916097e+00,1.344332415e-01,3.738120294e-16,1.262897753e-17,2.682168046e-18,1.236003000e-02,-2.881519496e-01,-2.654193163e+00,-1.512757897e+00,-1.337564468e+00,-7.718458772e-01,2.696319520e-01,1.960884813e-01,4.327457456e+00,-1.514102411e+00,-3.316430582e-01,2.442579169e-02,-5.949308595e-04,6.207691802e-01,-5.060565181e-02,1.041595839e-01,6.314434556e-01,-5.726902718e-02,1.048116882e-02,4.850380123e-01,-1.229910776e-01,2.249995060e-02,1.977687347e+00,6.999960542e-02,0,0
2.770000000e+00,9.469551742e-02,2.636772237e-01,8.184605417e-02,1.314570199e-01,6.516534504e-02,3.000000000e+01,4.611119765e+00,1.344285746e-01,1.210365935e-16,1.398578779e-17,6.133173667e-19,1.434501900e-02,-2.881653905e-01,-2.654413462e+00,-1.512820125e+00,-1.338436246e+00,-7.719283104e-01,2.698657215e-01,1.975332012e-01,4.336217601e+00,-1.519345765e+00,-3.340405672e-01,2.502401083e-02,-1.478586037e-03,6.207314078e-01,-5.059170216e-02,1.042295691e-01,6.314434798e-01,-5.726901186e-02,1.037912390e-02,4.850379825e-01,-1.229911447e-01,2.250001952e-02,1.977686286e+00,6.999960169e-02,0,0
2.780000000e+00,9.486611058e-02,2.641905728e-01,9.508416945e-02,1.317114627e-01,6.536115514e-02,3.000000000e+01,4.624635239e+00,1.344237943e-01,2.677946884e-16,1.354862347e-17,2.818925648e-18,1.209499700e-02,-2.881763875e-01,-2.654625893e+00,-1.512883663e+00,-1.339279532e+00,-7.720221281e-01,2.700672448e-01,1.898467812e-01,4.348609169e+00,-1.525457769e+00,-3.363018797e-01,2.614313996e-02,-1.940582638e-03,6.206942305e-01,-5.057481465e-02,1.042984649e-01,6.314435029e-01,-5.726899718e-02,1.028133882e-02,4.850379825e-01,-1.229911372e-01,2.249986306e-02,1.977687190e+00,6.999953464e-02,0,0
2.790000000e+00,9.503205935e-02,2.646916692e-01,5.951289830e-02,1.319598240e-01,6.555685505e-02,3.000000000e+01,4.612197119e+00,1.344201434e-01,2.240854691e-16,1.734723476e-18,7.273049277e-19,1.275749400e-02,-2.881884277e-01,-2.654824257e+00,-1.512932658e+00,-1.340105295e+00,-7.721173167e-01,2.702467740e-01,2.033471976e-01,4.337772000e+00,-1.517449717e+00,-3.339074016e-01,2.444857772e-02,-8.534960614e-04,6.206556948e-01,-5.055799990e-02,1.043667908e-01,6.314435251e-01,-5.726898314e-02,1.018782430e-02,4.850382209e-01,-1.229911521e-01,2.249999531e-02,1.977685854e+00,6.999954581e-02,0,0
2.800000000e+00,9.518805029e-02,2.651661492e-01,5.979987945e-02,1.321949856e-01,6.574470325e-02,3.000000000e+01,4.610544190e+00,1.344162386e-01,2.260209722e-16,3.878959614e-18,4.470280077e-19,1.142727100e-02,-2.881977856e-01,-2.655017614e+00,-1.512984753e+00,-1.340884566e+00,-7.722136974e-01,2.704127729e-01,2.320678613e-01,4.336263406e+00,-1.512886062e+00,-3.327910450e-01,2.252692936e-02,-5.712447214e-04,6.206194776e-01,-5.054000425e-02,1.044295266e-01,6.314435462e-01,-5.726896975e-02,1.009859060e-02,4.850382209e-01,-1.229911521e-01,2.250007913e-02,1.977685893e+00,6.999956071e-02,0,0
2.810000000e+00,9.533586722e-02,2.656142725e-01,4.931902863e-02,1.324170776e-01,6.592554042e-02,3.000000000e+01,4.585514582e+00,1.344129893e-01,5.551225236e-16,1.130901346e-17,1.533293417e-19,1.201157700e-02,-2.882058620e-01,-2.655198812e+00,-1.513028383e+00,-1.341624379e+00,-7.722945213e-01,2.705389261e-01,2.057799390e-01,4.314103754e+00,-1.504634203e+00,-3.296046368e-01,2.332596873e-02,-1.445872613e-06,6.205851298e-01,-5.052388028e-02,1.044886488e-01,6.314435663e-01,-5.726895699e-02,1.001364751e-02,4.850383997e-01,-1.229914054e-01,2.250010148e-02,1.977682396e+00,6.999947131e-02,0,0
2.820000000e+00,9.547797865e-02,2.660552131e-01,4.740131015e-02,1.326356032e-01,6.610969258e-02,3.000000000e+01,4.603903739e+00,1.344090475e-01,2.237994987e-16,3.127317221e-18,6.060874398e-19,1.342746100e-02,-2.882134318e-01,-2.655378342e+00,-1.513080716e+00,-1.342339277e+00,-7.723977566e-01,2.706649005e-01,2.126891002e-01,4.330889507e+00,-1.511026571e+00,-3.321705947e-01,2.345923396e-02,-3.527597900e-04,6.205511895e-01,-5.050448472e-02,1.045461229e-01,6.314435854e-01,-5.726894489e-02,9.933004328e-03,4.850381613e-01,-1.229910776e-01,2.249997109e-02,1.977685225e+00,6.999955326e-02,0,0
2.830000000e+00,9.561273785e-02,2.664760171e-01,7.802266553e-02,1.328441433e-01,6.629163238e-02,3.000000000e+01,4.584932692e+00,1.344056100e-01,2.222143701e-16,3.469446952e-18,1.371419324e-18,1.212062700e-02,-2.882206440e-01,-2.655547619e+00,-1.513126493e+00,-1.343021393e+00,-7.724977732e-01,2.707569003e-01,1.711377941e-01,4.315379377e+00,-1.503640171e+00,-3.289704851e-01,2.578914584e-02,-2.329228515e-04,6.205180451e-01,-5.048553957e-02,1.046006058e-01,6.314436034e-01,-5.726893343e-02,9.856669912e-03,4.850379527e-01,-1.229911000e-01,2.250000089e-02,1.977685108e+00,6.999961287e-02,0,0
2.840000000e+00,9.574381673e-02,2.668899104e-01,5.151094994e-02,1.330492529e-01,6.646641731e-02,3.000000000e+01,4.621252615e+00,1.344023308e-01,8.909202684e-16,6.254634441e-18,3.471140604e-19,1.409655700e-02,-2.882273197e-01,-2.655710697e+00,-1.513170242e+00,-1.343692183e+00,-7.725884318e-01,2.708645165e-01,2.265121478e-01,4.346176474e+00,-1.517527232e+00,-3.346081026e-01,2.379158711e-02,-7.188406721e-04,6.204859658e-01,-5.046785196e-02,1.046559006e-01,6.314436205e-01,-5.726892261e-02,9.784652629e-03,4.850380719e-01,-1.229910776e-01,2.249990031e-02,1.977685225e+00,6.999954209e-02,0,0
2.850000000e+00,9.586426867e-02,2.672775144e-01,5.365489781e-02,1.332413294e-01,6.664965418e-02,3.000000000e+01,4.608390915e+00,1.343996961e-01,5.596481483e-16,1.748223473e-18,6.857096618e-19,1.244646100e-02,-2.882308662e-01,-2.655863047e+00,-1.513205528e+00,-1.344316125e+00,-7.726919055e-01,2.708884776e-01,2.137958889e-01,4.335902864e+00,-1.510214634e+00,-3.319472646e-01,2.381738924e-02,-1.481767503e-05,6.204537681e-01,-5.044638591e-02,1.047045066e-01,6.314436365e-01,-5.726891245e-02,9.716960376e-03,4.850380719e-01,-1.229912490e-01,2.250001207e-02,1.977685029e+00,6.999953091e-02,0,0
2.860000000e+00,9.597879246e-02,2.676479014e-01,8.744297943e-02,1.334248694e-01,6.682040895e-02,3.000000000e+01,4.611780246e+00,1.343972386e-01,4.443737218e-16,4.906538933e-18,1.563658610e-18,1.299620600e-02,-2.882364094e-01,-2.656008482e+00,-1.513238549e+00,-1.344916701e+00,-7.727761269e-01,2.709216177e-01,5.037492603e-02,4.342928506e+00,-1.514255230e+00,-3.332023580e-01,3.094630258e-02,-1.004753427e-03,6.204237879e-01,-5.042948413e-02,1.047520420e-01,6.314436515e-01,-5.726890294e-02,9.653600577e-03,4.850379825e-01,-1.229910329e-01,2.249990031e-02,1.977687543e+00,6.999971345e-02,0,0
2.870000000e+00,9.608749634e-02,2.679853011e-01,4.288465325e-02,1.335920590e-01,6.691144808e-02,3.000000000e+01,4.631377953e+00,1.343933455e-01,3.335028441e-16,3.127317221e-18,2.919303692e-19,1.304562600e-02,-2.882505357e-01,-2.656157494e+00,-1.513290167e+00,-1.345490575e+00,-7.727922797e-01,2.712211609e-01,2.152122300e-01,4.357576232e+00,-1.517050554e+00,-3.360031983e-01,2.310042366e-02,-8.145719316e-04,6.204026902e-01,-5.042999290e-02,1.048003219e-01,6.314436654e-01,-5.726889408e-02,9.594580179e-03,4.850380421e-01,-1.229912415e-01,2.250004001e-02,1.977684008e+00,6.999966875e-02,0,0
2.880000000e+00,9.618828415e-02,2.683010941e-01,5.058234520e-02,1.337485385e-01,6.700423711e-02,3.000000000e+01,4.626550863e+00,1.343896048e-01,5.579909022e-16,6.992893893e-18,1.105673607e-18,1.154191200e-02,-2.882607877e-01,-2.656297684e+00,-1.513339758e+00,-1.346024990e+00,-7.727953196e-01,2.714494169e-01,2.102194597e-01,4.353575214e+00,-1.514736681e+00,-3.349083157e-01,2.392403315e-02,-6.106113297e-04,6.203843222e-01,-5.043064461e-02,1.048452838e-01,6.314436784e-01,-5.726888587e-02,9.539905655e-03,4.850380123e-01,-1.229912862e-01,2.249995992e-02,1.977684557e+00,6.999954581e-02,0,0
2.890000000e+00,9.628186452e-02,2.686075726e-01,4.479668379e-02,1.339003993e-01,6.712043156e-02,3.000000000e+01,4.629538973e+00,1.343867101e-01,1.396452398e-16,7.152448123e-18,2.185279341e-19,1.278301400e-02,-2.882717252e-01,-2.656424999e+00,-1.513378143e+00,-1.346529245e+00,-7.728633285e-01,2.716171443e-01,2.023325673e-01,4.357296278e+00,-1.514080592e+00,-3.356793935e-01,2.324662716e-02,-8.251365849e-04,6.203603773e-01,-5.042117990e-02,1.048859489e-01,6.314436903e-01,-5.726887832e-02,9.489583001e-03,4.850384891e-01,-1.229911372e-01,2.250034548e-02,1.977684125e+00,6.999955326e-02,0,0
2.900000000e+00,9.636890168e-02,2.688887523e-01,2.788379122e-02,1.340397219e-01,6.722372566e-02,3.000000000e+01,4.600477612e+00,1.343845800e-01,2.326345192e-16,3.909146526e-18,9.772866315e-20,1.139811000e-02,-2.882759273e-01,-2.656539917e+00,-1.513406873e+00,-1.347001314e+00,-7.728719115e-01,2.717229724e-01,2.144699251e-01,4.329019083e+00,-1.505830861e+00,-3.315558069e-01,2.312677668e-02,-1.640227935e-05,6.203418477e-01,-5.041717978e-02,1.049253876e-01,6.314437012e-01,-5.726887141e-02,9.443617734e-03,4.850382209e-01,-1.229911223e-01,2.250015736e-02,1.977687033e+00,6.999951228e-02,0,0
2.910000000e+00,9.644655743e-02,2.691475792e-01,3.272385770e-02,1.341679664e-01,6.733938762e-02,3.000000000e+01,4.594059448e+00,1.343827409e-01,3.411467246e-16,3.043500531e-18,4.029456008e-19,1.194387600e-02,-2.882787585e-01,-2.656642675e+00,-1.513431549e+00,-1.347422600e+00,-7.729206681e-01,2.717620134e-01,2.121492765e-01,4.323853978e+00,-1.501655254e+00,-3.303921118e-01,2.311099674e-02,3.228484769e-04,6.203217703e-01,-5.040634785e-02,1.049590488e-01,6.314437110e-01,-5.726886517e-02,9.402014896e-03,4.850380719e-01,-1.229911372e-01,2.249986678e-02,1.977685304e+00,6.999954209e-02,0,0
2.920000000e+00,9.651678048e-02,2.693881611e-01,5.114449155e-02,1.342871687e-01,6.745885599e-02,3.000000000e+01,4.622034044e+00,1.343816385e-01,1.939964617e-17,2.168404345e-18,2.168404345e-19,1.146657100e-02,-2.882784009e-01,-2.656734228e+00,-1.513446689e+00,-1.347812533e+00,-7.729685903e-01,2.717421353e-01,1.975956590e-01,4.350368774e+00,-1.512056980e+00,-3.339408308e-01,2.476496777e-02,-3.152172763e-04,6.203020341e-01,-5.039370561e-02,1.049894830e-01,6.314437198e-01,-5.726885958e-02,9.364779048e-03,4.850382209e-01,-1.229911670e-01,2.250001952e-02,1.977686168e+00,6.999951601e-02,0,0
2.930000000e+00,9.657128231e-02,2.695852399e-01,5.798374169e-02,1.343848150e-01,6.757869258e-02,3.000000000e+01,4.560529412e+00,1.343815370e-01,7.858959089e-16,5.680433076e-18,4.370558683e-19,1.160083200e-02,-2.882766426e-01,-2.656813860e+00,-1.513448715e+00,-1.348135948e+00,-7.730357051e-01,2.716514766e-01,1.524634329e-01,4.296450242e+00,-1.486195064e+00,-3.260369042e-01,2.495763168e-02,1.733881316e-04,6.202817312e-01,-5.037737769e-02,1.050080866e-01,6.314437276e-01,-5.726885464e-02,9.331914275e-03,4.850383103e-01,-1.229911670e-01,2.250014991e-02,1.977685461e+00,6.999961659e-02,0,0
2.940000000e+00,9.662962514e-02,2.697966182e-01,3.838427626e-02,1.344895447e-01,6.769047869e-02,3.000000000e+01,4.616485006e+00,1.343804589e-01,1.536730275e-16,6.992893893e-18,3.636524639e-19,1.474734200e-02,-2.882744670e-01,-2.656890631e+00,-1.513463378e+00,-1.348469973e+00,-7.730818391e-01,2.716099322e-01,2.065928139e-01,4.345416690e+00,-1.508349663e+00,-3.330274345e-01,2.410233326e-02,3.386222331e-04,6.202647781e-01,-5.036465145e-02,1.050355893e-01,6.314437343e-01,-5.726885037e-02,9.303424180e-03,4.850380719e-01,-1.229910478e-01,2.249986678e-02,1.977685657e+00,6.999962032e-02,0,0
2.950000000e+00,9.667755935e-02,2.699798351e-01,2.609821950e-02,1.345803203e-01,6.779981235e-02,3.000000000e+01,4.628059337e+00,1.343796679e-01,4.051842087e-17,2.959296017e-18,6.060874398e-20,1.100667700e-02,-2.882724702e-01,-2.656957388e+00,-1.513474107e+00,-1.348754048e+00,-7.731521130e-01,2.715492547e-01,1.707434080e-01,4.357937548e+00,-1.511701585e+00,-3.351107916e-01,2.488574698e-02,1.471809646e-04,6.202474681e-01,-5.034862825e-02,1.050566816e-01,6.314437400e-01,-5.726884675e-02,9.279311887e-03,4.850383997e-01,-1.229913160e-01,2.250010520e-02,1.977684557e+00,6.999954581e-02,0,0
2.960000000e+00,9.671959982e-02,2.701480354e-01,3.051898241e-02,1.346636549e-01,6.790067980e-02,3.000000000e+01,4.639478546e+00,1.343792893e-01,4.468462144e-16,5.275955480e-18,1.735570302e-19,1.241872000e-02,-2.882705033e-01,-2.657017469e+00,-1.513479590e+00,-1.349020004e+00,-7.731990814e-01,2.714789808e-01,1.766368065e-01,4.367908277e+00,-1.516762029e+00,-3.372664290e-01,2.494182248e-02,-3.236187550e-04,6.202322072e-01,-5.033642297e-02,1.050767182e-01,6.314437447e-01,-5.726884378e-02,9.259580041e-03,4.850382209e-01,-1.229911596e-01,2.250003815e-02,1.977685540e+00,6.999954954e-02,0,0
2.970000000e+00,9.675435750e-02,2.702950908e-01,4.776212803e-02,1.347365125e-01,6.799262500e-02,3.000000000e+01,4.604762520e+00,1.343794549e-01,1.119005897e-16,6.605630197e-18,2.315856856e-19,1.145252100e-02,-2.882665098e-01,-2.657067537e+00,-1.513478041e+00,-1.349254727e+00,-7.732367516e-01,2.713993490e-01,1.726032569e-01,4.336843369e+00,-1.501874281e+00,-3.310460928e-01,2.484624911e-02,6.047353836e-04,6.202182886e-01,-5.032460174e-02,1.050939689e-01,6.314437483e-01,-5.726884148e-02,9.244230805e-03,4.850381911e-01,-1.229912117e-01,2.249997668e-02,1.977683496e+00,6.999958307e-02,0,0
2.980000000e+00,9.678332156e-02,2.704289124e-01,3.916799206e-02,1.348028129e-01,6.808488165e-02,3.000000000e+01,4.609537102e+00,1.343795465e-01,4.450233517e-16,3.035766083e-18,1.117570019e-19,1.302425700e-02,-2.882615328e-01,-2.657109976e+00,-1.513477325e+00,-1.349460006e+00,-7.732798457e-01,2.712970078e-01,2.007054582e-01,4.340611546e+00,-1.501988961e+00,-3.318413791e-01,2.347378512e-02,6.826546715e-04,6.202054854e-01,-5.031174432e-02,1.051098091e-01,6.314437509e-01,-5.726883983e-02,9.233265862e-03,4.850380421e-01,-1.229911596e-01,2.250003256e-02,1.977684008e+00,6.999960914e-02,0,0
2.990000000e+00,9.680203211e-02,2.705331441e-01,3.197733379e-02,1.348544528e-01,6.817561420e-02,3.000000000e+01,4.644594349e+00,1.343799725e-01,2.222359519e-16,4.336808690e-18,3.352710058e-19,1.443759000e-02,-2.882560194e-01,-2.657140493e+00,-1.513472080e+00,-1.349611521e+00,-7.733424306e-01,2.711589932e-01,1.982007163e-01,4.372576679e+00,-1.516300724e+00,-3.373380416e-01,2.411215751e-02,-3.108659404e-04,6.201928846e-01,-5.029593852e-02,1.051194914e-01,6.314437525e-01,-5.726883885e-02,9.226686416e-03,4.850380421e-01,-1.229911223e-01,2.249999903e-02,1.977685540e+00,6.999958307e-02,0,0
3.000000000e+00,9.681507497e-02,2.706146585e-01,3.326698088e-02,1.348948376e-01,6.824944989e-02,3.000000000e+01,4.599689569e+00,1.343825050e-01,1.340859614e-16,4.385326394e-18,2.185279341e-19,1.117048800e-02,-2.882465124e-01,-2.657155275e+00,-1.513440132e+00,-1.349752903e+00,-7.733253241e-01,2.709689438e-01,1.983668154e-01,4.330891641e+00,-1.500342577e+00,-3.310149231e-01,2.394711367e-02,3.688178787e-04,6.201839658e-01,-5.028959703e-02,1.051289567e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850381613e-01,-1.229911745e-01,2.250000648e-02,1.977686168e+00,6.999956444e-02,0,0
3.010000000e+00,9.682520585e-02,2.706975831e-01,2.810245266e-02,1.349359208e-01,6.833333865e-02,3.000000000e+01,4.608917406e+00,1.343840684e-01,4.446047537e-16,4.906538933e-18,2.710505431e-19,1.165422300e-02,-2.882388830e-01,-2.657171726e+00,-1.513420343e+00,-1.349877596e+00,-7.733593583e-01,2.707934976e-01,1.934847466e-01,4.339744694e+00,-1.503319397e+00,-3.327952069e-01,2.402988961e-02,-3.383392762e-05,6.201731428e-01,-5.027688322e-02,1.051369866e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850384295e-01,-1.229911894e-01,2.250028960e-02,1.977685697e+00,6.999957561e-02,0,0
3.020000000e+00,9.683570100e-02,2.707852495e-01,3.949572559e-02,1.349793530e-01,6.842069605e-02,3.000000000e+01,4.609605053e+00,1.343849061e-01,4.494147610e-16,6.314488766e-18,1.533293417e-19,1.389003400e-02,-2.882296741e-01,-2.657193184e+00,-1.513409853e+00,-1.350002885e+00,-7.733942866e-01,2.706124187e-01,2.006758765e-01,4.339959051e+00,-1.503900359e+00,-3.326035396e-01,2.453515383e-02,2.479677640e-05,6.201635401e-01,-5.026340598e-02,1.051454695e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850382507e-01,-1.229912490e-01,2.250022627e-02,1.977683693e+00,6.999956816e-02,0,0
3.030000000e+00,9.684596489e-02,2.708803866e-01,4.343253245e-02,1.350264861e-01,6.852559698e-02,3.000000000e+01,4.589501594e+00,1.343854493e-01,4.441612018e-16,3.705370969e-18,2.168404345e-19,1.350715100e-02,-2.882211804e-01,-2.657215595e+00,-1.513402939e+00,-1.350125194e+00,-7.734754682e-01,2.704109251e-01,1.932908070e-01,4.321362233e+00,-1.497448898e+00,-3.301798642e-01,2.490077156e-02,-4.579424990e-05,6.201506885e-01,-5.024308950e-02,1.051528334e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850381613e-01,-1.229909882e-01,2.249996737e-02,1.977686286e+00,6.999957934e-02,0,0
3.040000000e+00,9.685623260e-02,2.709708294e-01,5.427762586e-02,1.350712932e-01,6.862472874e-02,3.000000000e+01,4.628819839e+00,1.343868083e-01,8.558359843e-17,8.845388855e-18,3.794707604e-19,1.291852600e-02,-2.882139087e-01,-2.657233000e+00,-1.513385653e+00,-1.350249887e+00,-7.735381722e-01,2.702062726e-01,1.657262281e-01,4.358096964e+00,-1.513934391e+00,-3.358428518e-01,2.665788939e-02,-6.034037239e-04,6.201378103e-01,-5.022607112e-02,1.051604347e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850379825e-01,-1.229910329e-01,2.249993011e-02,1.977686286e+00,6.999960542e-02,0,0
3.050000000e+00,9.686595041e-02,2.710564123e-01,3.739727377e-02,1.351136924e-01,6.871470857e-02,3.000000000e+01,4.608006424e+00,1.343870497e-01,3.314184547e-17,2.682168046e-18,1.212174880e-19,1.348970100e-02,-2.882021964e-01,-2.657254219e+00,-1.513382673e+00,-1.350358844e+00,-7.735930681e-01,2.700228393e-01,1.911132575e-01,4.339202718e+00,-1.502490250e+00,-3.323186971e-01,2.461758282e-02,3.131766029e-06,6.201284497e-01,-5.020834476e-02,1.051678394e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850381017e-01,-1.229911894e-01,2.250001766e-02,1.977684243e+00,6.999957934e-02,0,0
