t,pos_err,ori_err,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,sigma_min,c0,c1,c2,runtime,q1,q2,q3,q4,q5,q6,tau1,tau2,tau3,tau4,tau5,tau6,px,py,pz,pd_x,pd_y,pd_z,cube_x,cube_y,cube_z,cube_yaw,gripper_width,tau_sat,governed
5.750000000e+00,9.732918591e-02,3.086918322e-01,1.060931762e-01,1.537338239e-01,1.031365670e-01,2.809130108e+01,4.418184970e+00,1.355025656e-01,6.663404588e-16,3.496446946e-18,2.607162458e-18,1.223345800e-02,-2.825754881e-01,-2.652756214e+00,-1.499007940e+00,-1.360745907e+00,-7.881744504e-01,1.484344453e-01,3.955850017e-02,4.177987381e+00,-1.403712529e+00,-3.028714606e-01,3.232177416e-02,5.506228831e-03,6.167190509e-01,-4.367081016e-02,1.044675885e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850635827e-01,-1.230066121e-01,2.249993011e-02,1.978818277e+00,6.999985501e-02,0,0
5.760000000e+00,9.734177186e-02,3.091243613e-01,2.171863791e-02,1.539475140e-01,1.033750260e-01,2.880000400e+01,4.405129431e+00,1.355129024e-01,2.348629167e-16,1.454609855e-18,3.030437199e-20,1.433259800e-02,-2.825311124e-01,-2.652736902e+00,-1.498875618e+00,-1.360942125e+00,-7.880834937e-01,1.476309448e-01,4.782102419e-02,4.169062492e+00,-1.389142519e+00,-3.019403557e-01,3.003471561e-02,3.064994054e-03,6.167016109e-01,-4.365006299e-02,1.044747885e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850640297e-01,-1.230069771e-01,2.249992266e-02,1.978816744e+00,7.000082731e-02,0,0
5.770000000e+00,9.734947421e-02,3.089997043e-01,3.326121334e-02,1.538859282e-01,1.032773667e-01,2.894686605e+01,4.423721892e+00,1.355107619e-01,2.226198422e-16,3.309925581e-18,6.776263578e-20,1.197064600e-02,-2.825380564e-01,-2.652783155e+00,-1.498904705e+00,-1.361074209e+00,-7.878596187e-01,1.480167508e-01,8.338293999e-02,4.186831530e+00,-1.392364350e+00,-3.055141001e-01,2.798020615e-02,2.037924442e-03,6.167183579e-01,-4.368944957e-02,1.044908727e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638211e-01,-1.230067015e-01,2.249994501e-02,1.978817373e+00,7.000030577e-02,0,0
5.780000000e+00,9.736649307e-02,3.091419081e-01,5.438557167e-02,1.539561827e-01,1.033466740e-01,2.938999054e+01,4.385500273e+00,1.355100969e-01,3.378081682e-16,1.044441840e-17,0.000000000e+00,1.270060200e-02,-2.825407088e-01,-2.652837276e+00,-1.498914003e+00,-1.361291170e+00,-7.878634930e-01,1.480553001e-01,5.034040502e-02,4.151728333e+00,-1.379917054e+00,-2.968219186e-01,3.075106139e-02,3.222390570e-03,6.167090832e-01,-4.368790482e-02,1.045066097e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638509e-01,-1.230065748e-01,2.250010706e-02,1.978820754e+00,6.999979913e-02,0,0
5.790000000e+00,9.738814851e-02,3.092568640e-01,2.878063999e-02,1.540129752e-01,1.033901315e-01,2.939850021e+01,4.405433888e+00,1.355090796e-01,2.297984856e-16,6.209365081e-18,1.459651846e-19,1.255853100e-02,-2.825426757e-01,-2.652900696e+00,-1.498928308e+00,-1.361551166e+00,-7.877973914e-01,1.481965035e-01,5.599707714e-02,4.170505242e+00,-1.385827484e+00,-3.003194252e-01,2.970579048e-02,2.468255778e-03,6.167046379e-01,-4.369675702e-02,1.045293124e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850639403e-01,-1.230066717e-01,2.250001393e-02,1.978819967e+00,7.000001892e-02,0,0
5.800000000e+00,9.741328066e-02,3.093998613e-01,5.462832615e-02,1.540836204e-01,1.034509914e-01,2.979136258e+01,4.395141422e+00,1.355069538e-01,3.332125652e-16,7.896833246e-18,4.470280077e-19,1.373339300e-02,-2.825503349e-01,-2.652978182e+00,-1.498956800e+00,-1.361844778e+00,-7.877825499e-01,1.483683884e-01,5.098591228e-02,4.162440829e+00,-1.378325565e+00,-2.967612847e-01,2.996830139e-02,2.859044923e-03,6.166959080e-01,-4.370104325e-02,1.045542537e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850641191e-01,-1.230066046e-01,2.250018343e-02,1.978820164e+00,6.999994069e-02,0,0
5.810000000e+00,9.743994734e-02,3.095489982e-01,4.236198954e-02,1.541572979e-01,1.035101370e-01,2.995190247e+01,4.400238974e+00,1.355053415e-01,2.823925225e-17,5.898697550e-18,7.589415207e-19,1.199040600e-02,-2.825527489e-01,-2.653058767e+00,-1.498978972e+00,-1.362164021e+00,-7.877181768e-01,1.485372037e-01,7.517886647e-02,4.166746445e+00,-1.380360348e+00,-2.973981404e-01,2.880009172e-02,2.330874320e-03,6.166895871e-01,-4.370940011e-02,1.045817140e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230066046e-01,2.249987051e-02,1.978818630e+00,7.000004873e-02,0,0
5.820000000e+00,9.746545591e-02,3.096902033e-01,3.986246439e-02,1.542270561e-01,1.035685899e-01,2.979519668e+01,4.401081738e+00,1.355033883e-01,5.553391481e-16,2.909219711e-18,3.428548309e-19,1.304344600e-02,-2.825596035e-01,-2.653136969e+00,-1.499005318e+00,-1.362464905e+00,-7.876901627e-01,1.487158537e-01,1.075336784e-01,4.167293071e+00,-1.379138330e+00,-2.980641587e-01,2.746314825e-02,2.537456963e-03,6.166813613e-01,-4.371510092e-02,1.046073170e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850639999e-01,-1.230067685e-01,2.250018530e-02,1.978820675e+00,6.999997795e-02,0,0
5.830000000e+00,9.749248949e-02,3.098418257e-01,4.101206276e-02,1.543019598e-01,1.036306236e-01,3.000000000e+01,4.411037018e+00,1.355011301e-01,1.032925504e-16,1.788112031e-18,5.421010862e-19,1.209883700e-02,-2.825650573e-01,-2.653221130e+00,-1.499035716e+00,-1.362783313e+00,-7.876489162e-01,1.488975137e-01,9.097953595e-02,4.176289735e+00,-1.384652482e+00,-2.991617239e-01,2.846961058e-02,1.897642707e-03,6.166740551e-01,-4.372196991e-02,1.046347855e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636721e-01,-1.230063364e-01,2.249997295e-02,1.978819614e+00,7.000009343e-02,0,0
5.840000000e+00,9.751900006e-02,3.099826799e-01,3.206909232e-02,1.543715430e-01,1.036851745e-01,2.977663503e+01,4.420495037e+00,1.354994909e-01,2.285494065e-16,1.563658610e-18,4.997925065e-19,1.142766000e-02,-2.825701237e-01,-2.653303146e+00,-1.499058247e+00,-1.363106132e+00,-7.875839472e-01,1.490881890e-01,8.600408967e-02,4.184100545e+00,-1.391200552e+00,-3.006569110e-01,2.904807660e-02,2.226303460e-03,6.166674869e-01,-4.373200591e-02,1.046622818e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638211e-01,-1.230065748e-01,2.250002883e-02,1.978817884e+00,6.999999657e-02,0,0
5.850000000e+00,9.754648377e-02,3.101325022e-01,4.092447952e-02,1.544455558e-01,1.037471322e-01,2.967924194e+01,4.446366634e+00,1.354974421e-01,2.241857453e-16,4.670885906e-18,2.235140038e-19,1.329468900e-02,-2.825805247e-01,-2.653386593e+00,-1.499085903e+00,-1.363430262e+00,-7.875546813e-01,1.492848098e-01,3.184172063e-02,4.208407244e+00,-1.401657010e+00,-3.046905855e-01,3.143966826e-02,1.908535047e-03,6.166582819e-01,-4.373982363e-02,1.046900477e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638807e-01,-1.230066046e-01,2.249990404e-02,1.978816823e+00,7.000005618e-02,0,0
5.860000000e+00,9.757518094e-02,3.103005212e-01,3.018695507e-02,1.545285567e-01,1.038199906e-01,2.965090797e+01,4.395909385e+00,1.354949249e-01,1.282552055e-16,4.336808690e-18,1.631940375e-19,1.134284000e-02,-2.825879455e-01,-2.653473854e+00,-1.499119520e+00,-1.363759518e+00,-7.875480056e-01,1.494700164e-01,8.622958442e-02,4.162464926e+00,-1.378575145e+00,-2.986666425e-01,2.817425542e-02,2.130463306e-03,6.166478291e-01,-4.374235908e-02,1.047181104e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637317e-01,-1.230067313e-01,2.249993570e-02,1.978817019e+00,6.999997422e-02,0,0
5.870000000e+00,9.760243333e-02,3.104534095e-01,4.764136445e-02,1.546040822e-01,1.038823845e-01,2.996386131e+01,4.367130973e+00,1.354928103e-01,4.451661769e-16,8.781368311e-18,1.305552300e-18,1.218951800e-02,-2.825953960e-01,-2.653561354e+00,-1.499148130e+00,-1.364091754e+00,-7.875009179e-01,1.496629268e-01,6.721576353e-02,4.136987256e+00,-1.366021061e+00,-2.929245741e-01,2.874730794e-02,2.580776021e-03,6.166399422e-01,-4.375110389e-02,1.047459726e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638211e-01,-1.230067238e-01,2.249997854e-02,1.978819457e+00,7.000002265e-02,0,0
5.880000000e+00,9.763228035e-02,3.106182411e-01,2.521959082e-02,1.546855066e-01,1.039506882e-01,2.952663266e+01,4.434545423e+00,1.354903957e-01,1.309687503e-17,2.335442953e-18,1.940426588e-19,1.362810100e-02,-2.826026380e-01,-2.653649807e+00,-1.499180555e+00,-1.364432454e+00,-7.874726057e-01,1.498627812e-01,7.170276845e-02,4.198436494e+00,-1.392981790e+00,-3.031934884e-01,2.918953971e-02,2.498500983e-03,6.166306512e-01,-4.375677964e-02,1.047758325e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637913e-01,-1.230066940e-01,2.249989845e-02,1.978818198e+00,6.999998540e-02,0,0
5.890000000e+00,9.765898959e-02,3.107763170e-01,4.343265885e-02,1.547635927e-01,1.040180541e-01,3.000000000e+01,4.398707944e+00,1.354879878e-01,1.443366293e-15,0.000000000e+00,4.997925065e-19,1.391427400e-02,-2.826115787e-01,-2.653739929e+00,-1.499212861e+00,-1.364763379e+00,-7.874438167e-01,1.500526369e-01,6.966639623e-02,4.165312482e+00,-1.380273167e+00,-2.965035742e-01,2.958845690e-02,2.497111700e-03,6.166216172e-01,-4.376366350e-02,1.048026956e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850639403e-01,-1.230066195e-01,2.250008471e-02,1.978818552e+00,6.999998540e-02,0,0
5.900000000e+00,9.768706965e-02,3.109253351e-01,2.961625727e-02,1.548372036e-01,1.040777744e-01,2.977942682e+01,4.427084110e+00,1.354860909e-01,2.491367315e-16,2.776912484e-18,3.252606517e-19,1.244741000e-02,-2.826175988e-01,-2.653823137e+00,-1.499238610e+00,-1.365091324e+00,-7.874040604e-01,1.502534747e-01,6.105250270e-02,4.191867132e+00,-1.389956346e+00,-3.012339839e-01,2.950019481e-02,2.332775385e-03,6.166129865e-01,-4.377030422e-02,1.048309862e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638509e-01,-1.230066046e-01,2.250006795e-02,1.978817765e+00,7.000001520e-02,0,0
5.910000000e+00,9.770739142e-02,3.110381742e-01,4.720787024e-02,1.548929425e-01,1.041256660e-01,2.908345420e+01,4.381067484e+00,1.354848860e-01,2.258490717e-16,3.679904200e-18,3.909146526e-19,1.309690600e-02,-2.826214433e-01,-2.653878927e+00,-1.499254942e+00,-1.365318894e+00,-7.873985171e-01,1.503846049e-01,1.392360098e-01,4.147617058e+00,-1.371313086e+00,-3.006252716e-01,2.754551307e-02,2.118751985e-03,6.166049389e-01,-4.377113409e-02,1.048506189e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850635231e-01,-1.230066493e-01,2.249987796e-02,1.978819181e+00,7.000000775e-02,0,0
5.920000000e+00,9.769379306e-02,3.109650343e-01,2.249702006e-02,1.548568138e-01,1.040921104e-01,2.923939833e+01,4.387578605e+00,1.354863839e-01,2.226029447e-16,3.127317221e-18,9.216714922e-20,1.206442700e-02,-2.826143503e-01,-2.653838158e+00,-1.499235272e+00,-1.365170360e+00,-7.873640656e-01,1.502713412e-01,7.102184420e-02,4.155268039e+00,-1.374484062e+00,-2.991766870e-01,2.881262020e-02,2.478504332e-03,6.166124361e-01,-4.377349004e-02,1.048382203e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637019e-01,-1.230064705e-01,2.249989845e-02,1.978817452e+00,7.000003755e-02,0,0
5.930000000e+00,9.768731390e-02,3.109175734e-01,1.910141077e-02,1.548333696e-01,1.040656590e-01,2.907576825e+01,4.400771269e+00,1.354876251e-01,3.343226664e-16,2.192663197e-18,8.571370773e-20,1.273636200e-02,-2.826088965e-01,-2.653817654e+00,-1.499219298e+00,-1.365107536e+00,-7.873076200e-01,1.502307504e-01,7.865021192e-02,4.167159348e+00,-1.379842042e+00,-3.009818621e-01,2.868616504e-02,2.799401645e-03,6.166182530e-01,-4.377935420e-02,1.048333299e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850640893e-01,-1.230066270e-01,2.250021137e-02,1.978817137e+00,7.000001520e-02,0,0
5.940000000e+00,9.769021232e-02,3.109323259e-01,2.131038442e-02,1.548406569e-01,1.040722509e-01,2.891042173e+01,4.425740931e+00,1.354872033e-01,5.735091310e-17,2.528772285e-18,1.092639671e-19,1.322212800e-02,-2.826087773e-01,-2.653824806e+00,-1.499224782e+00,-1.365132332e+00,-7.873169184e-01,1.502505243e-01,7.255508670e-02,4.189615467e+00,-1.391097180e+00,-3.049908587e-01,2.937756893e-02,2.637576261e-03,6.166170786e-01,-4.377768488e-02,1.048358737e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638211e-01,-1.230067387e-01,2.249989845e-02,1.978817452e+00,6.999998912e-02,0,0
5.950000000e+00,9.769829742e-02,3.109806597e-01,2.668549463e-02,1.548645323e-01,1.040930774e-01,2.926896154e+01,4.421825557e+00,1.354863867e-01,5.557054729e-16,8.673617380e-19,1.212174880e-19,1.199514600e-02,-2.826099992e-01,-2.653848410e+00,-1.499235630e+00,-1.365220070e+00,-7.873126864e-01,1.502944976e-01,3.829059060e-02,4.186636603e+00,-1.389373754e+00,-3.030731163e-01,3.050807795e-02,2.357804245e-03,6.166147918e-01,-4.377836032e-02,1.048438753e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636125e-01,-1.230067983e-01,2.249993570e-02,1.978816587e+00,7.000000402e-02,0,0
5.960000000e+00,9.770374915e-02,3.110113213e-01,3.756444425e-02,1.548796781e-01,1.041039419e-01,2.901853325e+01,4.385552804e+00,1.354867534e-01,4.447874631e-16,5.204170428e-18,1.533293417e-19,1.229212900e-02,-2.826113403e-01,-2.653866053e+00,-1.499231339e+00,-1.365303159e+00,-7.872763276e-01,1.503323764e-01,3.936485245e-02,4.153200867e+00,-1.375324895e+00,-2.999106929e-01,3.121143690e-02,2.686893744e-03,6.166133318e-01,-4.378368109e-02,1.048499696e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230065525e-01,2.249997482e-02,1.978818709e+00,7.000005990e-02,0,0
5.970000000e+00,9.769946942e-02,3.109884401e-01,3.752346717e-02,1.548683755e-01,1.040945434e-01,2.935499938e+01,4.380678645e+00,1.354868127e-01,3.345183826e-16,3.469446952e-18,1.084202172e-19,1.157706200e-02,-2.826098204e-01,-2.653855324e+00,-1.499230385e+00,-1.365253806e+00,-7.872816920e-01,1.503055245e-01,1.080981056e-01,4.148425984e+00,-1.371289133e+00,-2.966879762e-01,2.747121584e-02,3.119611458e-03,6.166150989e-01,-4.378251452e-02,1.048457064e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636423e-01,-1.230065078e-01,2.249993756e-02,1.978821461e+00,6.999997422e-02,0,0
5.980000000e+00,9.770146199e-02,3.109776705e-01,3.452496119e-02,1.548630557e-01,1.040823917e-01,2.910651346e+01,4.394925034e+00,1.354870037e-01,3.492334858e-16,4.336808690e-18,1.084202172e-19,1.247848000e-02,-2.826083302e-01,-2.653859854e+00,-1.499228239e+00,-1.365280628e+00,-7.872301340e-01,1.503448933e-01,9.686536111e-02,4.160539773e+00,-1.380251018e+00,-2.998850395e-01,2.930382980e-02,3.053730601e-03,6.166180563e-01,-4.378938495e-02,1.048491695e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636125e-01,-1.230067238e-01,2.249994315e-02,1.978817884e+00,6.999991834e-02,0,0
5.990000000e+00,9.769882387e-02,3.109712336e-01,3.793444138e-02,1.548598761e-01,1.040795763e-01,2.969868606e+01,4.380600254e+00,1.354878551e-01,1.251047164e-16,6.992893893e-18,2.710505431e-19,1.363635200e-02,-2.826063037e-01,-2.653849602e+00,-1.499217272e+00,-1.365256667e+00,-7.872079611e-01,1.502981335e-01,1.051765174e-01,4.148367898e+00,-1.371394760e+00,-2.968187502e-01,2.846387928e-02,2.261448003e-03,6.166196660e-01,-4.379156561e-02,1.048470310e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850635827e-01,-1.230064929e-01,2.249994129e-02,1.978820911e+00,7.000005618e-02,0,0
6.000000000e+00,9.770170822e-02,3.109819487e-01,6.014968733e-02,1.548651690e-01,1.040817237e-01,2.843598089e+01,4.396099756e+00,1.354879292e-01,7.495531175e-17,1.852685484e-18,1.897353802e-19,1.270957300e-02,-2.826058865e-01,-2.653859854e+00,-1.499216557e+00,-1.365300417e+00,-7.871868610e-01,1.503310502e-01,6.624978267e-02,4.162892728e+00,-1.378545424e+00,-3.007042493e-01,2.827078739e-02,4.289145801e-03,6.166193172e-01,-4.379404598e-02,1.048502735e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850641191e-01,-1.230065972e-01,2.249999531e-02,1.978815918e+00,6.999997795e-02,0,0
6.010000000e+00,9.770048780e-02,3.109815803e-01,1.916975862e-02,1.548649870e-01,1.040814756e-01,2.880254688e+01,4.385107813e+00,1.354881021e-01,4.441688238e-16,2.742838647e-18,1.086317691e-19,1.367803200e-02,-2.826021314e-01,-2.653851271e+00,-1.499214292e+00,-1.365273595e+00,-7.871743441e-01,1.502855718e-01,5.184243091e-02,4.151381669e+00,-1.378916992e+00,-3.003493347e-01,2.974195519e-02,2.599107609e-03,6.166215583e-01,-4.379402050e-02,1.048493704e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637019e-01,-1.230067313e-01,2.249994501e-02,1.978815682e+00,6.999997050e-02,0,0
6.020000000e+00,9.770039961e-02,3.109665806e-01,8.542168060e-03,1.548575776e-01,1.040703287e-01,2.881051288e+01,4.414830044e+00,1.354884934e-01,6.665792052e-16,2.108626895e-18,4.910600003e-20,1.181752400e-02,-2.825999558e-01,-2.653851748e+00,-1.499209404e+00,-1.365282297e+00,-7.871444821e-01,1.503115445e-01,7.817107078e-02,4.179443262e+00,-1.387059323e+00,-3.035374022e-01,2.812965511e-02,2.797958351e-03,6.166231134e-01,-4.379712819e-02,1.048499592e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850635827e-01,-1.230066121e-01,2.249983884e-02,1.978817255e+00,6.999996677e-02,0,0
6.030000000e+00,9.770012889e-02,3.109636756e-01,2.114264619e-02,1.548561426e-01,1.040682658e-01,2.896175439e+01,4.413609460e+00,1.354885319e-01,6.684450287e-16,9.697399036e-19,1.117570019e-19,1.288439400e-02,-2.825992405e-01,-2.653850555e+00,-1.499208927e+00,-1.365278482e+00,-7.871372104e-01,1.503082812e-01,7.414636424e-02,4.178496454e+00,-1.386262243e+00,-3.033812005e-01,2.912693882e-02,2.574355311e-03,6.166238872e-01,-4.379788296e-02,1.048499088e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636423e-01,-1.230066046e-01,2.249991708e-02,1.978817845e+00,6.999995932e-02,0,0
6.040000000e+00,9.770042581e-02,3.109610208e-01,4.111365186e-02,1.548548313e-01,1.040653008e-01,2.847520415e+01,4.404074529e+00,1.354885675e-01,2.249896892e-16,3.604055019e-18,1.135908764e-19,1.286083500e-02,-2.825991213e-01,-2.653853416e+00,-1.499208570e+00,-1.365288854e+00,-7.871220708e-01,1.503210664e-01,6.709083841e-02,4.169792885e+00,-1.382768975e+00,-3.021630559e-01,2.882380161e-02,3.899884981e-03,6.166246328e-01,-4.380006535e-02,1.048506352e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230065450e-01,2.249991335e-02,1.978818080e+00,6.999997422e-02,0,0
6.050000000e+00,9.770012905e-02,3.109633708e-01,3.520774904e-02,1.548559921e-01,1.040647771e-01,2.940368655e+01,4.390879406e+00,1.354891970e-01,6.703443785e-16,1.084202172e-18,4.470280077e-19,1.256972100e-02,-2.825960815e-01,-2.653849602e+00,-1.499200583e+00,-1.365289211e+00,-7.870919704e-01,1.502942592e-01,6.458884798e-02,4.158519344e+00,-1.375645199e+00,-2.984477778e-01,2.981188361e-02,2.750672827e-03,6.166262468e-01,-4.380267847e-02,1.048509501e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230065078e-01,2.249988914e-02,1.978818749e+00,7.000001892e-02,0,0
6.060000000e+00,9.770030078e-02,3.109645363e-01,2.465266580e-02,1.548565678e-01,1.040642450e-01,2.884813516e+01,4.399034549e+00,1.354893579e-01,2.221275986e-16,1.788112031e-18,6.060874398e-20,1.173655300e-02,-2.825937569e-01,-2.653847694e+00,-1.499198556e+00,-1.365287542e+00,-7.870793939e-01,1.502829343e-01,7.417310282e-02,4.164386117e+00,-1.382647811e+00,-3.021789444e-01,2.929144079e-02,2.551041906e-03,6.166272497e-01,-4.380320202e-02,1.048513547e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636721e-01,-1.230066940e-01,2.249993756e-02,1.978817176e+00,7.000004128e-02,0,0
6.070000000e+00,9.769990662e-02,3.109602575e-01,2.367432034e-02,1.548544542e-01,1.040620809e-01,2.888331349e+01,4.394921448e+00,1.354893584e-01,2.260005840e-16,1.084202172e-19,8.131516294e-20,1.252885100e-02,-2.825937271e-01,-2.653849363e+00,-1.499198556e+00,-1.365290165e+00,-7.870799303e-01,1.502946913e-01,7.217092653e-02,4.160768486e+00,-1.380807959e+00,-3.010200878e-01,2.965519264e-02,2.890455590e-03,6.166270450e-01,-4.380305151e-02,1.048508990e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230067536e-01,2.249987982e-02,1.978817412e+00,6.999996305e-02,0,0
6.080000000e+00,9.769990425e-02,3.109496202e-01,9.318689619e-03,1.548491997e-01,1.040548126e-01,2.862574570e+01,4.437792912e+00,1.354895100e-01,2.221665442e-16,1.954573263e-19,5.127173761e-20,1.219954700e-02,-2.825931907e-01,-2.653847456e+00,-1.499196649e+00,-1.365288138e+00,-7.870676517e-01,1.503080726e-01,8.859833650e-02,4.200369732e+00,-1.395717678e+00,-3.069467391e-01,2.823355641e-02,3.017170326e-03,6.166279763e-01,-4.380463960e-02,1.048512645e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636125e-01,-1.230068207e-01,2.249985375e-02,1.978817333e+00,7.000001147e-02,0,0
6.090000000e+00,9.769904209e-02,3.109516497e-01,4.593868480e-02,1.548502022e-01,1.040564814e-01,2.913935301e+01,4.379247088e+00,1.354894966e-01,4.453216268e-16,5.275955480e-18,6.505213035e-19,1.268430200e-02,-2.825922966e-01,-2.653841257e+00,-1.499196768e+00,-1.365266681e+00,-7.870635390e-01,1.502708495e-01,2.831409219e-02,4.146047578e+00,-1.377263621e+00,-2.990156977e-01,3.197523049e-02,2.228093658e-03,6.166294422e-01,-4.380505693e-02,1.048506695e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850636721e-01,-1.230067685e-01,2.249993756e-02,1.978818552e+00,6.999998167e-02,0,0
6.100000000e+00,9.770092353e-02,3.109655671e-01,2.874626198e-02,1.548570770e-01,1.040633493e-01,2.898629133e+01,4.381824104e+00,1.354895897e-01,3.405916508e-16,1.843143693e-18,2.185279341e-19,1.231789900e-02,-2.825945914e-01,-2.653851509e+00,-1.499195695e+00,-1.365306258e+00,-7.870642543e-01,1.502969861e-01,7.449337194e-02,4.149102343e+00,-1.374580392e+00,-2.990477957e-01,2.955593333e-02,2.928705910e-03,6.166272101e-01,-4.380575679e-02,1.048523445e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850638807e-01,-1.230065450e-01,2.249998413e-02,1.978819417e+00,7.000000775e-02,0,0
6.110000000e+00,9.769857451e-02,3.109525187e-01,1.439633066e-02,1.548506315e-01,1.040570982e-01,2.887128236e+01,4.396371549e+00,1.354896019e-01,4.551542187e-16,2.453269467e-18,1.051958996e-19,1.205596600e-02,-2.825919688e-01,-2.653844118e+00,-1.499195457e+00,-1.365274310e+00,-7.870585918e-01,1.502736658e-01,8.603044429e-02,4.161840677e+00,-1.381379400e+00,-3.012116813e-01,2.860631429e-02,2.809236314e-03,6.166292836e-01,-4.380547151e-02,1.048502256e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850633740e-01,-1.230065748e-01,2.249998599e-02,1.978817255e+00,7.000005618e-02,0,0
6.120000000e+00,9.770134628e-02,3.109678199e-01,3.517671011e-02,1.548581898e-01,1.040648854e-01,2.870393027e+01,4.415053725e+00,1.354893796e-01,1.383924511e-16,1.734723476e-18,5.421010862e-20,1.272439300e-02,-2.825926840e-01,-2.653848648e+00,-1.499198318e+00,-1.365295291e+00,-7.870761156e-01,1.502881199e-01,5.044030640e-02,4.179028726e+00,-1.389951240e+00,-3.049309034e-01,3.034761335e-02,2.407203653e-03,6.166272044e-01,-4.380295551e-02,1.048523811e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850637615e-01,-1.230067313e-01,2.249991521e-02,1.978818945e+00,7.000000402e-02,0,0
6.130000000e+00,9.769811950e-02,3.109481651e-01,2.233316478e-02,1.548484810e-01,1.040548933e-01,2.917806152e+01,4.404419394e+00,1.354900542e-01,6.686937118e-16,1.748223473e-18,3.030437199e-20,1.209647600e-02,-2.825918198e-01,-2.653839827e+00,-1.499189615e+00,-1.365269303e+00,-7.870561481e-01,1.502686590e-01,7.413291196e-02,4.170539006e+00,-1.381518455e+00,-3.009549394e-01,2.905480631e-02,2.757309148e-03,6.166289505e-01,-4.380561046e-02,1.048497287e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850639105e-01,-1.230066046e-01,2.249996550e-02,1.978817845e+00,6.999998540e-02,0,0
6.140000000e+00,9.769999508e-02,3.109594332e-01,2.462204816e-02,1.548540471e-01,1.040594053e-01,2.951527266e+01,4.395470433e+00,1.354899051e-01,8.428150036e-17,8.673617380e-19,6.392714274e-20,1.228517800e-02,-2.825921476e-01,-2.653845787e+00,-1.499191642e+00,-1.365291953e+00,-7.870499492e-01,1.502787173e-01,1.410221729e-01,4.161743525e+00,-1.374747434e+00,-2.992460300e-01,2.607371040e-02,2.317257554e-03,6.166286841e-01,-4.380657516e-02,1.048517395e-01,6.314437530e-01,-5.726883852e-02,9.224493187e-03,4.850640297e-01,-1.230064929e-01,2.249985002e-02,1.978821343e+00,7.000005618e-02,0,0
