t,pos_err,ori_err,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,sigma_min,c0,c1,c2,runtime,q1,q2,q3,q4,q5,q6,tau1,tau2,tau3,tau4,tau5,tau6,px,py,pz,pd_x,pd_y,pd_z,cube_x,cube_y,cube_z,cube_yaw,gripper_width,tau_sat,governed,dither_on,meas1,meas2,meas3,meas4,meas5,meas6
2.200000000e-01,5.324973783e-04,3.104192811e-03,1.915670261e-02,1.552095783e-03,4.124260421e-04,7.630889891e-01,3.089261853e+00,4.738428768e-02,2.394917774e-16,1.200348054e-18,5.515478955e-20,1.794966000e-02,7.711328799e-04,-4.755067453e-02,-4.484771937e-02,2.857949003e-04,1.289746433e-04,-5.381241790e-04,9.763915305e-04,-1.080494776e+00,-2.812822797e+00,-6.812464786e-01,-2.375301549e-05,1.742341514e-04,2.607446162e-01,1.774794707e-04,2.028105411e-01,2.603936626e-01,7.205585364e-05,2.031968970e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,9.763189591e-04,-1.080480576e+00,-2.812846422e+00,-6.812638044e-01,-2.369994763e-05,1.730503864e-04
2.300000000e-01,6.067040675e-04,3.349797050e-03,1.229211077e-02,1.674897742e-03,4.015995608e-04,6.767224654e-01,3.089269577e+00,4.743082455e-02,2.260095086e-16,8.509670737e-19,3.601633495e-20,1.830387900e-02,8.479899843e-04,-4.797454178e-02,-4.510935768e-02,3.683822870e-04,1.718426647e-04,-5.533499643e-04,1.024549622e-03,-1.084584802e+00,-2.811433519e+00,-6.805165800e-01,2.125243587e-06,1.627181987e-04,2.607577893e-01,1.896751139e-04,2.028188648e-01,2.603821801e-01,7.845308016e-05,2.032821544e-01,3.874000013e-01,-9.949998558e-02,8.250000328e-02,1.319469106e+00,1.399999931e-01,0,0,0,1.024470082e-03,-1.084571481e+00,-2.811447382e+00,-6.805302501e-01,2.147629857e-06,1.618246897e-04
2.400000000e-01,6.696271783e-04,3.541073380e-03,3.690719392e-03,1.770535765e-03,3.897156854e-04,5.321903786e-01,3.089176126e+00,4.747986914e-02,2.238106543e-16,8.220871563e-19,2.884890265e-20,1.829909900e-02,9.281329694e-04,-4.834198952e-02,-4.538505897e-02,4.653787764e-04,2.188946091e-04,-5.672409898e-04,1.118923280e-03,-1.090997544e+00,-2.809115608e+00,-6.794127810e-01,-7.316736121e-05,1.213584190e-04,2.607667027e-01,2.019586292e-04,2.028440925e-01,2.603702327e-01,8.509494573e-05,2.033709274e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,1.118879532e-03,-1.090986133e+00,-2.809123516e+00,-6.794230938e-01,-7.313326932e-05,1.203053253e-04
2.500000000e-01,7.221934143e-04,3.684556561e-03,3.945032492e-03,1.842277238e-03,3.769237190e-04,5.873453244e-01,3.088588617e+00,4.753131447e-02,2.287572488e-16,1.189961935e-18,1.256267229e-19,1.840244800e-02,1.012143679e-03,-4.866689816e-02,-4.567423090e-02,5.691500264e-04,2.702576166e-04,-5.799828796e-04,8.555934286e-04,-1.089156402e+00,-2.809158445e+00,-6.795189838e-01,-5.052421516e-05,1.461438138e-04,2.607722786e-01,2.144584734e-04,2.028845829e-01,2.603578241e-01,9.197801146e-05,2.034631927e-01,3.874000013e-01,-9.949998558e-02,8.250000328e-02,1.319469106e+00,1.399999931e-01,0,0,0,8.556079119e-04,-1.089144230e+00,-2.809160233e+00,-6.795265675e-01,-5.054671783e-05,1.451011922e-04
2.600000000e-01,7.655269596e-04,3.787238039e-03,3.085888012e-03,1.893617888e-03,3.634834644e-04,6.097021253e-01,3.088855244e+00,4.758503265e-02,7.771930493e-16,8.584984551e-19,1.199830467e-19,1.842166799e-02,1.098752837e-03,-4.895312712e-02,-4.597615823e-02,6.813996588e-04,3.225803375e-04,-5.949661718e-04,8.356764589e-04,-1.089987643e+00,-2.809170418e+00,-6.793485795e-01,-3.508941730e-05,1.621957145e-04,2.607747846e-01,2.274577070e-04,2.029386009e-01,2.603449577e-01,9.909883296e-05,2.035589269e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,8.356834878e-04,-1.089978933e+00,-2.809165478e+00,-6.793536544e-01,-3.510608803e-05,1.610494801e-04
2.700000000e-01,7.996111180e-04,3.850337145e-03,3.041037048e-03,1.925167384e-03,3.495537985e-04,6.438520112e-01,3.088924327e+00,4.764124874e-02,2.276049528e-16,1.545959224e-18,8.657804851e-20,1.800407001e-02,1.188776921e-03,-4.920305684e-02,-4.629210755e-02,8.035342325e-04,3.791725903e-04,-6.072266260e-04,5.359828493e-04,-1.089413377e+00,-2.809454599e+00,-6.794089674e-01,-5.798719998e-05,1.318237083e-04,2.607742964e-01,2.405616000e-04,2.030058444e-01,2.603316372e-01,1.064539607e-04,2.036581066e-01,3.874000013e-01,-9.949998558e-02,8.250000328e-02,1.319469106e+00,1.399999931e-01,0,0,0,5.359996576e-04,-1.089404702e+00,-2.809443951e+00,-6.794113517e-01,-5.797871563e-05,1.307543134e-04
2.800000000e-01,8.250011226e-04,3.877993536e-03,9.929639937e-03,1.938995553e-03,3.356925704e-04,5.305728909e-01,3.087883937e+00,4.770007426e-02,3.359012903e-16,4.526416519e-19,1.103095791e-19,1.764382099e-02,1.281235134e-03,-4.941982031e-02,-4.662270844e-02,9.365785518e-04,4.378377052e-04,-6.189590204e-04,8.226441906e-04,-1.095741057e+00,-2.806163037e+00,-6.781054865e-01,-6.828160146e-05,1.419982029e-04,2.607709681e-01,2.539165638e-04,2.030856084e-01,2.603178661e-01,1.140399402e-04,2.037607084e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,8.225392085e-04,-1.095736384e+00,-2.806146860e+00,-6.781056523e-01,-6.818631664e-05,1.408900716e-04
2.900000000e-01,8.967815022e-04,4.093281087e-03,1.995310673e-02,2.046639115e-03,3.250749622e-04,8.640842681e-01,3.091277445e+00,4.776065210e-02,2.247272725e-16,3.922202554e-18,3.297472175e-19,1.780269000e-02,1.376467291e-03,-4.984965175e-02,-4.696328193e-02,1.060693408e-03,4.974729964e-04,-6.311550387e-04,8.929040961e-04,-1.076008485e+00,-2.816398973e+00,-6.827136973e-01,-6.254649179e-05,1.125884340e-04,2.607805932e-01,2.678344018e-04,2.031214372e-01,2.603036477e-01,1.218533124e-04,2.038667088e-01,3.874000013e-01,-9.949998558e-02,8.250000328e-02,1.319469106e+00,1.399999931e-01,0,0,0,8.930165204e-04,-1.075989127e+00,-2.816422939e+00,-6.827347279e-01,-6.246790872e-05,1.115553023e-04
3.000000000e-01,9.877469683e-04,4.384609980e-03,1.748966727e-02,2.192303234e-03,3.160252877e-04,8.764541609e-01,3.090553681e+00,4.782360858e-02,2.222361735e-16,1.094450481e-18,8.306107180e-20,1.833837801e-02,1.475379686e-03,-5.037054420e-02,-4.731728137e-02,1.186472829e-03,5.628383951e-04,-6.412405055e-04,7.940293138e-04,-1.075861378e+00,-2.815715195e+00,-6.824892950e-01,-6.739687734e-05,1.447909036e-04,2.607953115e-01,2.816707577e-04,2.031416738e-01,2.602889857e-01,1.298906139e-04,2.039760844e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,7.938928902e-04,-1.075843811e+00,-2.815729618e+00,-6.825051308e-01,-6.748380838e-05,1.437372994e-04
3.100000000e-01,1.062094446e-03,4.607993101e-03,7.036475264e-03,2.303994512e-03,3.065734309e-04,7.619530328e-01,3.090011862e+00,4.788929633e-02,3.332493306e-16,1.201831933e-18,6.543569369e-20,1.777335000e-02,1.577532268e-03,-5.082506314e-02,-4.768660292e-02,1.323347795e-03,6.312403711e-04,-6.511543761e-04,8.236750970e-04,-1.082002778e+00,-2.813079318e+00,-6.811955309e-01,-6.413818234e-05,1.150361957e-04,2.608050910e-01,2.957906704e-04,2.031827146e-01,2.602738834e-01,1.381483775e-04,2.040888118e-01,3.874000013e-01,-9.949998558e-02,8.250000328e-02,1.319469106e+00,1.399999931e-01,0,0,0,8.237469592e-04,-1.081985474e+00,-2.813084841e+00,-6.812069416e-01,-6.405368913e-05,1.140079403e-04
3.200000000e-01,1.121008515e-03,4.769103595e-03,8.894528859e-03,2.384549538e-03,2.967167232e-04,8.738848977e-01,3.090604663e+00,4.795764172e-02,5.556342590e-16,3.168753999e-19,5.463198354e-20,1.840473899e-02,1.682985690e-03,-5.121764168e-02,-4.807083681e-02,1.472745789e-03,7.030271227e-04,-6.606960669e-04,4.131959719e-04,-1.078468709e+00,-2.814930037e+00,-6.818439127e-01,-2.710989418e-05,1.387933981e-04,2.608102198e-01,3.101451701e-04,2.032429141e-01,2.602583444e-01,1.466231320e-04,2.042048674e-01,3.874000013e-01,-9.950000793e-02,8.250000328e-02,1.319469363e+00,1.399999931e-01,0,0,0,4.131698515e-04,-1.078458309e+00,-2.814925432e+00,-6.818519831e-01,-2.710922854e-05,1.376823348e-04
