t,pos_err,ori_err,e_xi_norm,e_z_O_norm,e_z_T_norm,qddot_ref_norm,tau_norm,sigma_min,c0,c1,c2,runtime,q1,q2,q3,q4,q5,q6,tau1,tau2,tau3,tau4,tau5,tau6,px,py,pz,pd_x,pd_y,pd_z,cube_x,cube_y,cube_z,cube_yaw,gripper_width,tau_sat,governed
1.490000000e+00,2.441288830e-02,4.571252413e-02,1.937453941e-01,2.285427206e-02,7.216838078e-03,1.207024570e+01,5.287523836e+00,1.361291016e-01,1.154112715e-16,2.088883680e-17,1.390486644e-17,1.260359700e-02,-2.793453336e-01,-2.564347744e+00,-1.489642262e+00,-9.819947481e-01,-7.072991133e-01,6.863616407e-02,1.280334661e-01,4.890199295e+00,-1.940866348e+00,-5.103333784e-01,-6.996427789e-03,-3.913404775e-03,6.295318132e-01,-5.662524097e-02,7.397341313e-02,6.314341891e-01,-5.727490673e-02,4.964343130e-02,4.849435091e-01,-1.230355203e-01,2.274742536e-02,1.977679579e+00,6.999953091e-02,0,0
1.500000000e+00,2.513203736e-02,4.789219545e-02,2.011941707e-01,2.394380928e-02,7.759658830e-03,1.249302393e+01,5.258638632e+00,1.361336024e-01,4.467982288e-16,1.110764993e-17,4.513615811e-17,1.144049700e-02,-2.794231176e-01,-2.565159082e+00,-1.489601970e+00,-9.856458902e-01,-7.081127763e-01,7.031580061e-02,1.461194144e-01,4.864894150e+00,-1.926373634e+00,-5.037398249e-01,-7.313958538e-03,-3.406159912e-03,6.294845455e-01,-5.654395011e-02,7.427018960e-02,6.314342882e-01,-5.727484384e-02,4.922455925e-02,4.849571288e-01,-1.230293587e-01,2.276183292e-02,1.977686740e+00,6.999948621e-02,0,0
1.510000000e+00,2.584843740e-02,5.009057874e-02,2.010928586e-01,2.504267110e-02,8.316103515e-03,1.299725268e+01,5.220987123e+00,1.361357633e-01,8.861109471e-17,3.069039122e-17,3.576224061e-18,1.220933400e-02,-2.794912457e-01,-2.565991640e+00,-1.489592075e+00,-9.892929792e-01,-7.089074850e-01,7.195848227e-02,1.560904341e-01,4.830132491e+00,-1.911875485e+00,-4.988224151e-01,-7.298687294e-03,-4.181977130e-03,6.294419316e-01,-5.646057547e-02,7.456435380e-02,6.314343873e-01,-5.727478095e-02,4.880568719e-02,4.849765301e-01,-1.230214760e-01,2.278234996e-02,1.977679223e+00,6.999958679e-02,0,0
1.520000000e+00,2.656996681e-02,5.229772321e-02,2.227481339e-01,2.614588177e-02,8.858886910e-03,1.395805323e+01,5.229983896e+00,1.361366109e-01,3.395330703e-16,2.194270918e-17,2.428612866e-17,1.310440200e-02,-2.795530558e-01,-2.566836834e+00,-1.489599943e+00,-9.929744005e-01,-7.096468806e-01,7.366501540e-02,7.858593726e-02,4.842102929e+00,-1.911368830e+00,-4.972219668e-01,-3.310223657e-03,-4.856385150e-03,6.294053094e-01,-5.638291646e-02,7.486421492e-02,6.314344864e-01,-5.727471807e-02,4.838686107e-02,4.849976599e-01,-1.230123565e-01,2.280499227e-02,1.977674597e+00,6.999962404e-02,0,0
1.530000000e+00,2.728872697e-02,5.448192359e-02,2.142560083e-01,2.723759280e-02,9.385213812e-03,1.389897452e+01,5.221616618e+00,1.361359424e-01,2.245110192e-16,4.819909745e-17,1.824039257e-17,1.178092000e-02,-2.796160281e-01,-2.567696810e+00,-1.489627600e+00,-9.966539741e-01,-7.103570700e-01,7.545285672e-02,7.442901416e-02,4.834972153e+00,-1.906979403e+00,-4.961698100e-01,-2.870711683e-03,-4.640735506e-03,6.293717865e-01,-5.631118297e-02,7.516171431e-02,6.314345855e-01,-5.727465521e-02,4.796812681e-02,4.850200117e-01,-1.230028272e-01,2.282876149e-02,1.977682339e+00,6.999965385e-02,0,0
1.540000000e+00,2.801030597e-02,5.666437935e-02,2.009187321e-01,2.832839939e-02,9.895126578e-03,1.371113558e+01,5.214387066e+00,1.361340587e-01,9.238522275e-17,3.576224061e-17,1.551583846e-17,1.278047900e-02,-2.796781659e-01,-2.568567991e+00,-1.489671469e+00,-1.000355363e+00,-7.110245824e-01,7.731548697e-02,6.651529618e-02,4.830348464e+00,-1.899634961e+00,-4.944692288e-01,-3.535314815e-03,-4.075669496e-03,6.293424575e-01,-5.624634087e-02,7.546265494e-02,6.314346845e-01,-5.727459236e-02,4.754953033e-02,4.850421846e-01,-1.229929477e-01,2.285207994e-02,1.977671229e+00,6.999971345e-02,0,0
1.550000000e+00,2.873411738e-02,5.885060721e-02,2.119092186e-01,2.942105748e-02,1.039676487e-02,1.444666234e+01,5.196922901e+00,1.361303187e-01,2.264079979e-16,2.359479020e-17,3.576224061e-18,1.226170400e-02,-2.797395885e-01,-2.569456339e+00,-1.489739537e+00,-1.004076242e+00,-7.116784453e-01,7.926259190e-02,6.641859078e-02,4.815076223e+00,-1.891576817e+00,-4.904556786e-01,-2.584447627e-03,-4.568095300e-03,6.293162418e-01,-5.618395280e-02,7.576626945e-02,6.314347835e-01,-5.727452955e-02,4.713111754e-02,4.850674570e-01,-1.229823902e-01,2.287837863e-02,1.977670067e+00,6.999971718e-02,0,0
1.560000000e+00,2.945384747e-02,6.103162324e-02,2.213509785e-01,3.051107571e-02,1.088704894e-02,1.507523407e+01,5.191903376e+00,1.361249180e-01,4.457100143e-16,4.579801393e-17,1.390486644e-17,1.283823000e-02,-2.797946036e-01,-2.570363283e+00,-1.489829421e+00,-1.007797956e+00,-7.122859955e-01,8.122891188e-02,7.250258839e-02,4.810788551e+00,-1.888844801e+00,-4.890317576e-01,-1.842780569e-03,-5.237271415e-03,6.292950208e-01,-5.612559996e-02,7.606647291e-02,6.314348825e-01,-5.727446676e-02,4.671293432e-02,4.850953817e-01,-1.229704246e-01,2.290778793e-02,1.977668738e+00,6.999965385e-02,0,0
1.570000000e+00,3.017845222e-02,6.323188354e-02,2.064888687e-01,3.161067499e-02,1.137439763e-02,1.482481042e+01,5.182052923e+00,1.361180521e-01,4.448018398e-16,2.647940465e-17,5.899494617e-17,1.255244700e-02,-2.798464894e-01,-2.571280956e+00,-1.489938617e+00,-1.011543632e+00,-7.128629088e-01,8.322808892e-02,7.090965145e-02,4.803967384e+00,-1.879828692e+00,-4.865794430e-01,-2.643955694e-03,-4.385799810e-03,6.292777862e-01,-5.607083700e-02,7.637220914e-02,6.314349814e-01,-5.727440402e-02,4.629502653e-02,4.851238728e-01,-1.229582429e-01,2.293753438e-02,1.977661994e+00,6.999966130e-02,0,0
1.580000000e+00,3.087135804e-02,6.535635358e-02,2.084423309e-01,3.267236113e-02,1.186828199e-02,1.487676150e+01,5.166873021e+00,1.361094416e-01,8.884240253e-16,3.469446952e-18,6.505213035e-18,1.217708300e-02,-2.798996866e-01,-2.572219610e+00,-1.490068913e+00,-1.015162826e+00,-7.134696245e-01,8.513444662e-02,1.681316993e-01,4.790608661e+00,-1.867154072e+00,-4.817191003e-01,-6.973058966e-03,-3.311894915e-03,6.292568656e-01,-5.601159861e-02,7.664595652e-02,6.314350802e-01,-5.727434133e-02,4.587743999e-02,4.851644933e-01,-1.229423806e-01,2.297021449e-02,1.977647132e+00,6.999956816e-02,0,0
1.590000000e+00,3.159418688e-02,6.762809306e-02,1.854625149e-01,3.380760313e-02,1.243820213e-02,1.452619203e+01,5.205994480e+00,1.360965638e-01,2.236973679e-16,2.030441771e-17,5.637851297e-18,1.148660700e-02,-2.799370289e-01,-2.573175907e+00,-1.490254521e+00,-1.018871546e+00,-7.141429186e-01,8.697251976e-02,1.328404603e-01,4.827032842e+00,-1.882842261e+00,-4.892394030e-01,-4.780098097e-03,-3.585503126e-03,6.292409551e-01,-5.593400834e-02,7.694961080e-02,6.314351789e-01,-5.727427869e-02,4.546022050e-02,4.851957560e-01,-1.229287982e-01,2.300243638e-02,1.977651225e+00,6.999956816e-02,0,0
1.600000000e+00,3.231822503e-02,6.989691618e-02,2.033943596e-01,3.494134421e-02,1.299753502e-02,1.540460452e+01,5.162799800e+00,1.360823798e-01,2.229731292e-16,2.359479020e-17,1.754130557e-17,1.147261700e-02,-2.799639702e-01,-2.574140072e+00,-1.490457058e+00,-1.022581935e+00,-7.147985101e-01,8.886553347e-02,6.277059982e-02,4.789670996e+00,-1.864875685e+00,-4.814913617e-01,-8.634193609e-04,-4.168028240e-03,6.292276914e-01,-5.585307149e-02,7.725481832e-02,6.314352775e-01,-5.727421611e-02,4.504341381e-02,4.852321148e-01,-1.229135916e-01,2.304050513e-02,1.977639374e+00,6.999967992e-02,0,0
1.610000000e+00,3.303612327e-02,7.215361662e-02,2.198042239e-01,3.606898294e-02,1.355057920e-02,1.630483052e+01,5.159496996e+00,1.360668832e-01,3.344703078e-16,0.000000000e+00,1.015220886e-17,1.325728300e-02,-2.799828053e-01,-2.575116634e+00,-1.490676761e+00,-1.026275277e+00,-7.154031396e-01,9.072510153e-02,2.358533299e-02,4.787509229e+00,-1.862805452e+00,-4.790995382e-01,1.896266758e-03,-4.924010497e-03,6.292189995e-01,-5.577561042e-02,7.755467539e-02,6.314353760e-01,-5.727415361e-02,4.462706564e-02,4.852723181e-01,-1.228962764e-01,2.308192477e-02,1.977637317e+00,6.999955699e-02,0,0
1.620000000e+00,3.375546909e-02,7.440571845e-02,1.992091396e-01,3.719427803e-02,1.408533441e-02,1.603514677e+01,5.174529497e+00,1.360502550e-01,4.461775299e-16,1.040834086e-17,1.441622007e-17,1.143523600e-02,-2.799936235e-01,-2.576099634e+00,-1.490911603e+00,-1.029975295e+00,-7.159418464e-01,9.260983020e-02,1.303383040e-01,4.800672096e+00,-1.865601734e+00,-4.814712093e-01,-3.019111327e-03,-4.625498318e-03,6.292163545e-01,-5.570425054e-02,7.785706536e-02,6.314354744e-01,-5.727409117e-02,4.421122163e-02,4.853097200e-01,-1.228800267e-01,2.311961539e-02,1.977634243e+00,6.999966502e-02,0,0
1.630000000e+00,3.447780166e-02,7.668485988e-02,2.145421385e-01,3.833303583e-02,1.463456425e-02,1.685438503e+01,5.103927584e+00,1.360320827e-01,2.221707770e-16,1.387778781e-17,2.088883680e-17,1.264433800e-02,-2.799956501e-01,-2.577095985e+00,-1.491166592e+00,-1.033695936e+00,-7.164573073e-01,9.446425736e-02,8.579942838e-02,4.737935487e+00,-1.836725431e+00,-4.702077419e-01,-8.826550858e-04,-5.113702960e-03,6.292172396e-01,-5.563161373e-02,7.816306689e-02,6.314355727e-01,-5.727402882e-02,4.379592739e-02,4.853493571e-01,-1.228629872e-01,2.316017076e-02,1.977633367e+00,6.999960914e-02,0,0
1.640000000e+00,3.519652939e-02,7.895376431e-02,2.046080654e-01,3.946662933e-02,1.517980873e-02,1.685558743e+01,5.136581189e+00,1.360126926e-01,7.781004692e-16,3.198672042e-17,2.117943919e-17,1.109532300e-02,-2.799893916e-01,-2.578099728e+00,-1.491437316e+00,-1.037398577e+00,-7.169378996e-01,9.630116075e-02,1.457529686e-01,4.768376081e+00,-1.844438824e+00,-4.730994795e-01,-3.490361548e-03,-4.696436856e-03,6.292214819e-01,-5.555964529e-02,7.846618465e-02,6.314356708e-01,-5.727396656e-02,4.338122846e-02,4.853933752e-01,-1.228436530e-01,2.320379391e-02,1.977643178e+00,6.999953464e-02,0,0
1.650000000e+00,3.591020662e-02,8.122418747e-02,1.950049977e-01,4.060093078e-02,1.573480664e-02,1.645638896e+01,5.085167076e+00,1.359912647e-01,4.456758329e-16,1.430489625e-17,8.673617380e-18,1.255277600e-02,-2.799760401e-01,-2.579121828e+00,-1.491734385e+00,-1.041088820e+00,-7.173882127e-01,9.808523953e-02,1.158149477e-01,4.722384014e+00,-1.824134080e+00,-4.659598693e-01,-1.993016211e-03,-3.550082311e-03,6.292301669e-01,-5.548876056e-02,7.876509652e-02,6.314357688e-01,-5.727390440e-02,4.296717031e-02,4.854403734e-01,-1.228237525e-01,2.325162478e-02,1.977641513e+00,6.999972463e-02,0,0
1.660000000e+00,3.663862416e-02,8.349030601e-02,2.747346349e-01,4.173302948e-02,1.628056941e-02,1.912696225e+01,4.950442839e+00,1.359730821e-01,3.369934766e-16,1.551583846e-17,1.398578779e-17,1.100454300e-02,-2.799817920e-01,-2.580092907e+00,-1.491988182e+00,-1.044776320e+00,-7.179403305e-01,1.000232249e-01,1.252365280e-01,4.596828985e+00,-1.779416513e+00,-4.404598121e-01,4.117834766e-03,-4.297696442e-03,6.292222832e-01,-5.541083121e-02,7.907800977e-02,6.314358666e-01,-5.727384234e-02,4.255379836e-02,4.854514301e-01,-1.228179708e-01,2.325163968e-02,1.977579907e+00,6.999943033e-02,0,0
1.670000000e+00,3.732714774e-02,8.564283673e-02,1.433515877e-01,4.280833281e-02,1.694994900e-02,1.443980124e+01,5.124016935e+00,1.359638182e-01,2.221275986e-16,1.471961680e-17,7.059813062e-18,1.348640600e-02,-2.800649107e-01,-2.580939293e+00,-1.492122173e+00,-1.048132658e+00,-7.186814547e-01,1.012363583e-01,1.013442330e-01,4.756424340e+00,-1.842654685e+00,-4.757393305e-01,-6.928789298e-04,-1.312980953e-03,6.291737758e-01,-5.534402307e-02,7.934968517e-02,6.314359643e-01,-5.727378039e-02,4.214115794e-02,4.853969216e-01,-1.228442118e-01,2.316837944e-02,1.977580411e+00,6.999976188e-02,0,0
1.680000000e+00,3.809985454e-02,8.798495915e-02,2.995166059e-01,4.397829089e-02,1.764773769e-02,1.973642727e+01,4.816157479e+00,1.359633257e-01,5.620614489e-16,2.110382192e-17,5.204170428e-18,1.205719200e-02,-2.802086771e-01,-2.581684589e+00,-1.492141485e+00,-1.051780939e+00,-7.197371125e-01,1.030114442e-01,2.680910109e-01,4.464010999e+00,-1.737983199e+00,-4.189375242e-01,2.192261356e-03,-2.609781638e-03,6.290823833e-01,-5.525890994e-02,7.970296490e-02,6.314360617e-01,-5.727371855e-02,4.172929429e-02,4.854646623e-01,-1.228152961e-01,2.323363721e-02,1.977579591e+00,6.999900565e-02,0,0
1.690000000e+00,3.884182039e-02,9.029879520e-02,1.793566492e-01,4.513405990e-02,1.852762414e-02,1.456207229e+01,5.027264804e+00,1.359694059e-01,2.223366392e-16,5.030885008e-17,1.127570259e-17,1.270462800e-02,-2.804144025e-01,-2.582318783e+00,-1.492073894e+00,-1.055140734e+00,-7.207650542e-01,1.036304906e-01,1.968561174e-01,4.661063719e+00,-1.815460979e+00,-4.617630116e-01,3.605397577e-04,5.597298364e-04,6.289745042e-01,-5.521308876e-02,8.002718341e-02,6.314361590e-01,-5.727365684e-02,4.131825258e-02,4.854386747e-01,-1.228374094e-01,2.311685681e-02,1.977578288e+00,6.999946386e-02,0,0
1.700000000e+00,3.931870672e-02,9.183208509e-02,1.958045587e-01,4.589991025e-02,1.917189066e-02,1.753345750e+01,5.019788781e+00,1.359608635e-01,2.360499115e-16,2.709724693e-17,0.000000000e+00,1.316769300e-02,-2.805449069e-01,-2.583161354e+00,-1.492191434e+00,-1.057546377e+00,-7.215345502e-01,1.038204432e-01,2.229291976e-01,4.656997763e+00,-1.803972692e+00,-4.545598959e-01,5.305243444e-04,-3.370249053e-03,6.289039509e-01,-5.516662594e-02,8.008854252e-02,6.314362560e-01,-5.727359526e-02,4.090807788e-02,4.853013754e-01,-1.229058653e-01,2.288508043e-02,1.977692154e+00,7.000037655e-02,0,0
1.710000000e+00,4.000435366e-02,9.389415005e-02,1.673089509e-01,4.692983148e-02,1.974922840e-02,1.691170677e+01,5.071418419e+00,1.359533445e-01,1.205305171e-16,1.398578779e-17,5.818439422e-18,1.268516800e-02,-2.806704342e-01,-2.583997726e+00,-1.492300510e+00,-1.060912728e+00,-7.224848270e-01,1.056747586e-01,1.294807937e-01,4.706467795e+00,-1.826257813e+00,-4.652305307e-01,2.773247616e-03,-3.957874375e-03,6.288258738e-01,-5.508894844e-02,8.035808383e-02,6.314363529e-01,-5.727353382e-02,4.049881518e-02,4.853115678e-01,-1.229024604e-01,2.289100736e-02,1.977667331e+00,7.000009343e-02,0,0
1.720000000e+00,4.069775391e-02,9.598547028e-02,1.809922661e-01,4.797431363e-02,2.027641672e-02,1.791086745e+01,5.055618544e+00,1.359419139e-01,6.679345728e-16,3.576224061e-17,1.388456242e-17,1.307374200e-02,-2.807602286e-01,-2.584887028e+00,-1.492462516e+00,-1.064389229e+00,-7.232505083e-01,1.076820791e-01,1.941794720e-01,4.693529566e+00,-1.812090308e+00,-4.568048057e-01,2.774019250e-04,-3.379312256e-03,6.287704398e-01,-5.502126255e-02,8.063834673e-02,6.314364495e-01,-5.727347252e-02,4.009050936e-02,4.853332341e-01,-1.228931248e-01,2.291420102e-02,1.977672167e+00,6.999973953e-02,0,0
1.730000000e+00,4.139786038e-02,9.814739708e-02,1.865553316e-01,4.905400413e-02,2.082815677e-02,1.834469667e+01,5.029578788e+00,1.359257001e-01,3.551282328e-16,1.734723476e-18,1.078331587e-17,1.295861100e-02,-2.808116078e-01,-2.585822105e+00,-1.492688060e+00,-1.067929506e+00,-7.238717079e-01,1.095446274e-01,1.500672978e-01,4.671549142e+00,-1.801014410e+00,-4.550746486e-01,1.552338922e-03,-4.790598728e-03,6.287365637e-01,-5.495575179e-02,8.092785811e-02,6.314365459e-01,-5.727341137e-02,3.968320519e-02,4.853608906e-01,-1.228822544e-01,2.294323780e-02,1.977672633e+00,6.999957189e-02,0,0
1.740000000e+00,4.209159169e-02,1.002304414e-01,1.505828582e-01,5.009424562e-02,2.140186733e-02,1.735554730e+01,5.031715716e+00,1.359193262e-01,6.672133306e-16,1.734723476e-17,4.906538933e-18,1.255591700e-02,-2.808994055e-01,-2.586632252e+00,-1.492782950e+00,-1.071305990e+00,-7.247169018e-01,1.113151014e-01,2.016481262e-01,4.671321343e+00,-1.802500224e+00,-4.552397978e-01,-8.541440195e-05,-2.766469767e-03,6.286621279e-01,-5.487004307e-02,8.120818004e-02,6.314366420e-01,-5.727335038e-02,3.927694733e-02,4.853000045e-01,-1.229046881e-01,2.288372628e-02,1.977686335e+00,6.999943405e-02,0,0
1.750000000e+00,4.278877912e-02,1.023569595e-01,2.463749671e-01,5.115614123e-02,2.210630688e-02,1.964390282e+01,4.820003525e+00,1.359193258e-01,2.510514086e-16,3.141717837e-17,1.636534854e-17,1.171678900e-02,-2.810395360e-01,-2.587357759e+00,-1.492792010e+00,-1.074597597e+00,-7.258645892e-01,1.127822101e-01,1.439031162e-01,4.474712145e+00,-1.735291225e+00,-4.211043494e-01,1.027255753e-02,-2.657507608e-03,6.285470922e-01,-5.476322050e-02,8.148902004e-02,6.314367379e-01,-5.727328955e-02,3.887178035e-02,4.852533340e-01,-1.229219362e-01,2.283504233e-02,1.977844174e+00,6.999924406e-02,0,0
1.760000000e+00,4.340485406e-02,1.042409812e-01,1.805390863e-01,5.209689585e-02,2.281362947e-02,1.768567426e+01,4.979242424e+00,1.359205310e-01,1.350196975e-16,1.387778781e-17,2.083474391e-17,1.327838300e-02,-2.812087536e-01,-2.588063240e+00,-1.492782950e+00,-1.077496529e+00,-7.270048857e-01,1.137402058e-01,9.600561985e-02,4.622783006e+00,-1.792612461e+00,-4.471659534e-01,9.764738337e-03,-1.772000478e-03,6.284246165e-01,-5.467416750e-02,8.168988170e-02,6.314368335e-01,-5.727322889e-02,3.846774866e-02,4.851366878e-01,-1.229717359e-01,2.268983424e-02,1.977839102e+00,6.999987364e-02,0,0
1.770000000e+00,4.407742053e-02,1.062488835e-01,1.578662913e-01,5.309945725e-02,2.339455640e-02,1.801933061e+01,5.002433033e+00,1.359178314e-01,1.788112031e-17,3.576224061e-17,1.939479807e-18,1.184136000e-02,-2.813667953e-01,-2.588841200e+00,-1.492827892e+00,-1.080785155e+00,-7.280233502e-01,1.155833080e-01,1.198411044e-01,4.645111950e+00,-1.796798104e+00,-4.520727163e-01,6.545286990e-03,-3.650052735e-03,6.283193866e-01,-5.460037284e-02,8.195061288e-02,6.314369288e-01,-5.727316841e-02,3.806489658e-02,4.851376414e-01,-1.229712144e-01,2.269058861e-02,1.977836449e+00,7.000012696e-02,0,0
1.780000000e+00,4.475677386e-02,1.082738102e-01,2.056864465e-01,5.411046488e-02,2.388543147e-02,2.019168774e+01,4.957189182e+00,1.359089709e-01,3.361653415e-16,6.059128614e-17,1.769077771e-17,1.306286200e-02,-2.814835906e-01,-2.589700460e+00,-1.492955804e+00,-1.084215522e+00,-7.287642360e-01,1.176809669e-01,1.177917751e-01,4.606363460e+00,-1.774142460e+00,-4.400031327e-01,7.357744720e-03,-5.196467022e-03,6.282485588e-01,-5.454957784e-02,8.222317043e-02,6.314370238e-01,-5.727310811e-02,3.766326828e-02,4.851507246e-01,-1.229649931e-01,2.270379104e-02,1.977825640e+00,6.999985874e-02,0,0
1.790000000e+00,4.548718467e-02,1.104577988e-01,2.610337307e-01,5.520082687e-02,2.445414639e-02,2.225481937e+01,4.770927080e+00,1.359043411e-01,8.947197896e-16,1.250926888e-17,3.469446952e-17,1.186812000e-02,-2.816206515e-01,-2.590493441e+00,-1.493028879e+00,-1.087794900e+00,-7.296088934e-01,1.197542921e-01,2.194985016e-01,4.431164520e+00,-1.707046686e+00,-4.052904449e-01,7.879129719e-03,-3.973499376e-03,6.281605725e-01,-5.449214889e-02,8.254662248e-02,6.314371186e-01,-5.727304800e-02,3.726290780e-02,4.851857722e-01,-1.229584664e-01,2.273268625e-02,1.977986202e+00,6.999916211e-02,0,0
1.800000000e+00,4.608839788e-02,1.122821448e-01,1.594579762e-01,5.611158596e-02,2.508979738e-02,1.792446795e+01,4.981437799e+00,1.359036058e-01,1.398578779e-17,5.230126551e-17,3.878959614e-18,1.277413800e-02,-2.817930281e-01,-2.591233492e+00,-1.493047953e+00,-1.090730786e+00,-7.303923368e-01,1.206471100e-01,1.735180092e-01,4.626303758e+00,-1.784310551e+00,-4.450917147e-01,7.452941961e-03,-1.120012581e-03,6.280638198e-01,-5.446368838e-02,8.274270466e-02,6.314372130e-01,-5.727298809e-02,3.686385906e-02,4.851422012e-01,-1.229888201e-01,2.261030674e-02,1.978004806e+00,6.999979913e-02,0,0
1.810000000e+00,4.677185927e-02,1.142911108e-01,1.881628218e-01,5.711445791e-02,2.560709433e-02,2.061545083e+01,4.933550855e+00,1.359008641e-01,2.223577863e-16,4.336808690e-17,1.734858996e-17,1.235137500e-02,-2.819386423e-01,-2.592007160e+00,-1.493095160e+00,-1.094097495e+00,-7.312229872e-01,1.226482317e-01,1.710648446e-01,4.584552792e+00,-1.761657701e+00,-4.347991717e-01,4.756902867e-03,-5.074539098e-03,6.279683840e-01,-5.441170780e-02,8.302136754e-02,6.314373071e-01,-5.727292839e-02,3.646616581e-02,4.851264656e-01,-1.229956001e-01,2.259251848e-02,1.978004344e+00,6.999992207e-02,0,0
1.820000000e+00,4.740785658e-02,1.161392532e-01,7.936753356e-02,5.803699617e-02,2.613441953e-02,1.651625568e+01,5.001741951e+00,1.359033481e-01,1.110841187e-16,9.984214454e-18,3.127317221e-18,1.112809300e-02,-2.821048796e-01,-2.592721701e+00,-1.493072510e+00,-1.097200871e+00,-7.321109772e-01,1.243174151e-01,1.726526920e-01,4.646245820e+00,-1.787689434e+00,-4.518580672e-01,1.899970981e-03,-7.320797351e-04,6.278549317e-01,-5.435969026e-02,8.325232782e-02,6.314374009e-01,-5.727286889e-02,3.606987165e-02,4.850809872e-01,-1.230136305e-01,2.254716121e-02,1.977970219e+00,6.999942660e-02,0,0
1.830000000e+00,4.807977153e-02,1.181325904e-01,1.014676739e-01,5.903195582e-02,2.676447583e-02,1.785448907e+01,5.001781317e+00,1.359083104e-01,2.331574188e-16,1.110764993e-17,3.634908046e-18,1.256520600e-02,-2.823013961e-01,-2.593398094e+00,-1.493016481e+00,-1.100417376e+00,-7.332301140e-01,1.259955913e-01,1.790919219e-01,4.645488154e+00,-1.789479844e+00,-4.504745801e-01,3.136128040e-03,-2.635521612e-03,6.277160414e-01,-5.428703576e-02,8.351747373e-02,6.314374943e-01,-5.727280961e-02,3.567502006e-02,4.850657880e-01,-1.230223104e-01,2.253241651e-02,1.977991197e+00,6.999950483e-02,0,0
1.840000000e+00,4.870473892e-02,1.199267048e-01,1.917531460e-01,5.992742479e-02,2.728192279e-02,2.140001726e+01,4.825156048e+00,1.359095101e-01,1.455831215e-16,1.868354363e-17,4.336808690e-18,1.127347500e-02,-2.824659944e-01,-2.594093561e+00,-1.493009567e+00,-1.103404522e+00,-7.341375947e-01,1.276208460e-01,1.908353465e-01,4.485844454e+00,-1.717592782e+00,-4.155911967e-01,7.516069836e-03,-3.845978406e-03,6.276018959e-01,-5.423112436e-02,8.373975555e-02,6.314375874e-01,-5.727275055e-02,3.528165433e-02,4.850357473e-01,-1.230342314e-01,2.250009030e-02,1.977987433e+00,6.999993324e-02,0,0
1.850000000e+00,4.938180773e-02,1.217940809e-01,1.793574136e-01,6.085940847e-02,2.770564287e-02,2.142449478e+01,4.807422824e+00,1.359060097e-01,2.593487743e-16,3.029564307e-17,2.438274027e-17,1.155944800e-02,-2.825974822e-01,-2.594780922e+00,-1.493065834e+00,-1.106525302e+00,-7.348721027e-01,1.296314001e-01,2.332042860e-01,4.467053856e+00,-1.711969633e+00,-4.140900860e-01,5.680436239e-03,-4.114129870e-03,6.275144238e-01,-5.418622360e-02,8.401867581e-02,6.314376801e-01,-5.727269172e-02,3.488981759e-02,4.850361049e-01,-1.230344847e-01,2.250002697e-02,1.977988651e+00,6.999972090e-02,0,0
1.860000000e+00,5.004462152e-02,1.235903273e-01,1.723210979e-01,6.175584221e-02,2.811340464e-02,2.143646398e+01,4.834738176e+00,1.359037847e-01,2.248061243e-16,1.962615573e-17,7.152448123e-18,1.313272300e-02,-2.827220559e-01,-2.595434904e+00,-1.493105292e+00,-1.109526277e+00,-7.355500460e-01,1.314833909e-01,2.395937341e-01,4.492413709e+00,-1.720850237e+00,-4.172933006e-01,5.627362893e-03,-4.029688820e-03,6.274289293e-01,-5.414550010e-02,8.428523711e-02,6.314377724e-01,-5.727263313e-02,3.449955282e-02,4.850360155e-01,-1.230343357e-01,2.250000089e-02,1.977989279e+00,6.999965757e-02,0,0
1.870000000e+00,5.069687835e-02,1.253383304e-01,1.734489873e-01,6.262815184e-02,2.850888169e-02,2.167372747e+01,4.766885052e+00,1.359021815e-01,3.338601972e-16,2.860979249e-17,1.667416936e-17,1.321960300e-02,-2.828395069e-01,-2.596069813e+00,-1.493136525e+00,-1.112449050e+00,-7.361857891e-01,1.332373172e-01,2.224768908e-01,4.430511462e+00,-1.696300772e+00,-4.083728663e-01,6.602186042e-03,-4.126670471e-03,6.273452986e-01,-5.410674241e-02,8.454305412e-02,6.314378644e-01,-5.727257478e-02,3.411090281e-02,4.850360155e-01,-1.230344996e-01,2.249998227e-02,1.977988218e+00,6.999965012e-02,0,0
1.880000000e+00,5.134367096e-02,1.270450426e-01,1.493877486e-01,6.347980984e-02,2.887551414e-02,2.102746811e+01,4.772922288e+00,1.359009440e-01,1.726572812e-17,1.734723476e-18,1.932193070e-17,1.210591300e-02,-2.829533219e-01,-2.596689701e+00,-1.493163109e+00,-1.115324140e+00,-7.367695570e-01,1.349902153e-01,2.096097175e-01,4.436963997e+00,-1.697686039e+00,-4.098900254e-01,6.595803385e-03,-3.193559238e-03,6.272646909e-01,-5.407390564e-02,8.479763430e-02,6.314379560e-01,-5.727251668e-02,3.372391019e-02,4.850360751e-01,-1.230344996e-01,2.249994315e-02,1.977987197e+00,6.999968365e-02,0,0
